alg,clNo,clustsize,no.Trubetskoy Broad,no. Trubetskoy Priortised,Molecular Function,Biological Function,Diseases,False Trub Enrichment
infomap,13,10,0,0,"['cAMP-dependent protein kinase regulator activity', 'cAMP-dependent protein kinase inhibitor activity', 'cAMP binding', 'protein kinase A catalytic subunit binding', 'protein kinase A regulatory subunit binding', 'protein kinase A binding', 'adenylate cyclase binding', 'ubiquitin protein ligase binding', 'protein domain specific binding', 'AMP-activated protein kinase activity', 'cAMP-dependent protein kinase activity', 'dopamine neurotransmitter receptor activity, coupled via Gs', 'dopamine neurotransmitter receptor activity']","['negative_regulation_of_cAMP-dependent_pr...', 'regulation_of_protein_kinase_A_signaling', 'mesoderm_formation', 'cellular_response_to_glucagon_stimulus', 'adenylate_cyclase-activating_G_protein-c...']",[],False
infomap,77,3,0,0,"['protein-macromolecule adaptor activity', 'ubiquitin protein ligase activity', 'syntaxin binding']","['endosomal_vesicle_fusion', 'regulation_of_SNARE_complex_assembly', 'endosome_to_lysosome_transport', 'organelle_fusion', 'negative_regulation_of_intracellular_est...', 'endosome_organization', 'intracellular_protein_transport', 'vesicle_docking_involved_in_exocytosis', 'autophagy', 'protein_ubiquitination']",[],False
infomap,80,4,0,0,"['proton-transporting ATPase activity, rotational mechanism', 'proton transmembrane transporter activity']","['vacuolar_acidification', 'synaptic_vesicle_lumen_acidification', 'proton_transmembrane_transport', 'intracellular_pH_reduction', 'endosomal_lumen_acidification', 'lysosomal_lumen_acidification', 'regulation_of_macroautophagy']",[],False
infomap,22,15,0,0,"['protein kinase binding', 'protein serine/threonine kinase activity', 'protein serine kinase activity', 'ATP binding', 'small GTPase binding', 'thioesterase binding', 'GTPase activator activity', 'gamma-tubulin binding', 'G protein activity', 'GTPase activity', 'protein kinase activity', 'GTP binding', 'GBD domain binding', 'apolipoprotein A-I receptor binding', 'phosphatidylinositol 3-kinase regulator activity']","['regulation_of_actin_cytoskeleton_organiz...', 'cell_junction_assembly', 'establishment_of_epithelial_cell_apical/...', 'actin_cytoskeleton_organization', 'regulation_of_MAPK_cascade', 'positive_regulation_of_stress_fiber_asse...', 'intracellular_signal_transduction', 'stimulatory_C-type_lectin_receptor_signa...', 'regulation_of_stress_fiber_assembly', 'Wnt_signaling_pathway,_planar_cell_polar...', 'localization', 'phosphorylation', 'regulation_of_axonogenesis', 'hepatocyte_growth_factor_receptor_signal...', 'regulation_of_lamellipodium_assembly', 'negative_regulation_of_motor_neuron_apop...', 'regulation_of_cell_migration', 'motor_neuron_apoptotic_process', 'positive_regulation_of_substrate_adhesio...', 'protein_phosphorylation', 'positive_regulation_of_microtubule_polym...', 'positive_regulation_of_focal_adhesion_as...', 'cell_migration', 'cellular_response_to_organic_cyclic_comp...', 'regulation_of_microtubule_cytoskeleton_o...', 'ephrin_receptor_signaling_pathway', 'positive_regulation_of_cytokinesis', 'regulation_of_focal_adhesion_assembly', 'establishment_or_maintenance_of_cell_pol...', 'signal_transduction', 'substantia_nigra_development', 'Rho_protein_signal_transduction', 'Golgi_organization', 'lamellipodium_assembly', 'substrate_adhesion-dependent_cell_spread...', 'regulation_of_synaptic_vesicle_endocytos...', 'positive_regulation_of_lamellipodium_ass...', 'dendritic_spine_morphogenesis', 'positive_regulation_of_intracellular_est...', 'negative_regulation_of_cell_proliferatio...', 'cardiac_conduction_system_development', 'cardiac_neural_crest_cell_migration_invo...', 'macrophage_differentiation', 'positive_regulation_of_pseudopodium_asse...', 'Cdc42_protein_signal_transduction', 'positive_regulation_of_pinocytosis', 'regulation_of_attachment_of_spindle_micr...', 'positive_regulation_of_epithelial_cell_p...', 'angiotensin-mediated_vasoconstriction_in...', 'alpha-beta_T_cell_lineage_commitment', 'regulation_of_systemic_arterial_blood_pr...', 'forebrain_radial_glial_cell_differentiat...', 'negative_regulation_of_intracellular_ste...', 'regulation_of_osteoblast_proliferation', 'Roundabout_signaling_pathway', 'apolipoprotein_A-I-mediated_signaling_pa...', 'apical_junction_assembly', 'beta_selection', 'ossification_involved_in_bone_maturation', 'positive_regulation_of_alpha-beta_T_cell...', 'positive_regulation_of_lipase_activity', 'trabecula_morphogenesis', 'negative_regulation_of_cell_migration_in...', 'negative_regulation_of_oxidative_phospho...', 'endothelial_tube_lumen_extension', 'skeletal_muscle_satellite_cell_migration', 'mitotic_cleavage_furrow_formation', 'positive_regulation_of_vascular_smooth_m...', 'regulation_of_neural_precursor_cell_prol...', 'apical_constriction', 'positive_regulation_of_phosphatase_activ...', 'negative_regulation_of_phosphorylation', 'negative_regulation_of_membrane_protein_...', 'myoblast_migration', 'glomerular_visceral_epithelial_cell_migr...', 'regulation_of_amyloid-beta_formation', 'regulation_of_GTP_binding', 'positive_regulation_of_extrinsic_apoptot...', 'negative_regulation_of_cysteine-type_end...', 'regulation_of_hydrogen_peroxide_metaboli...', 'negative_regulation_of_fibroblast_migrat...', 'negative_regulation_of_interleukin-23_pr...', 'positive_regulation_of_Rho_protein_signa...', 'localization_within_membrane', 'regulation_of_respiratory_burst', 'cell_morphogenesis_involved_in_neuron_di...', 'positive_regulation_of_1-phosphatidylino...', 'regulation_of_small_GTPase_mediated_sign...', 'positive_regulation_of_MAPK_cascade', 'cell-matrix_adhesion', 'apoptotic_process', 'wound_healing,_spreading_of_cells', 'establishment_of_Golgi_localization', 'branching_morphogenesis_of_an_epithelial...', 'positive_regulation_of_microtubule_nucle...', 'protein_localization_to_cytoplasmic_stre...', 'bicellular_tight_junction_assembly', 'cellular_response_to_chemokine', 'negative_regulation_of_cell-substrate_ad...', 'regulation_of_mitotic_nuclear_division', 'nuclear_migration', 'embryonic_heart_tube_development', 'dendritic_cell_migration', 'neuron_fate_determination', 'cerebral_cortex_cell_migration', 'cleavage_furrow_formation', 'odontogenesis', 'cellular_response_to_cytokine_stimulus', 'negative_regulation_of_reactive_oxygen_s...', 'positive_regulation_of_leukocyte_adhesio...', 'cortical_cytoskeleton_organization', 'respiratory_burst', 'regulation_of_neutrophil_migration', 'aortic_valve_morphogenesis', 'membrane_to_membrane_docking', 'positive_regulation_of_dephosphorylation', 'negative_regulation_of_myosin-light-chai...', 'regulation_of_keratinocyte_differentiati...', 'negative_regulation_of_biomineral_tissue...', 'response_to_transforming_growth_factor_b...', 'regulation_of_blood_vessel_diameter', 'regulation_of_angiotensin-activated_sign...', 'positive_regulation_of_amyloid-beta_clea...', 'negative_regulation_of_amyloid_precursor...', 'negative_regulation_of_bicellular_tight_...', 'response_to_angiotensin', 'positive_regulation_of_lamellipodium_mor...', 'negative_regulation_of_proteasomal_prote...', 'cardiac_muscle_hypertrophy', 'ruffle_assembly', 'modification_of_dendritic_spine', 'negative_regulation_of_Rac_protein_signa...', 'maintenance_of_postsynaptic_specializati...']",[],False
infomap,79,4,0,0,"['ubiquitin ligase-substrate adaptor activity', 'denatured protein binding', 'cullin family protein binding', 'F-box domain binding']","['SCF-dependent_proteasomal_ubiquitin-depe...', 'protein_ubiquitination']",[],False
infomap,85,3,0,0,"['structural constituent of cytoskeleton', 'actin filament binding']","['Arp2/3_complex-mediated_actin_nucleation', 'positive_regulation_of_lamellipodium_ass...', 'asymmetric_cell_division', 'meiotic_chromosome_movement_towards_spin...', 'meiotic_cytokinesis', 'actin_polymerization-dependent_cell_moti...', 'spindle_localization', 'establishment_or_maintenance_of_cell_pol...', 'cellular_response_to_interferon-gamma', 'cilium_assembly']",[],False
infomap,8,53,8,3,"['glutamate-gated calcium ion channel activity', 'NMDA glutamate receptor activity', 'neurexin family protein binding', 'transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential', 'guanylate kinase activity', 'signaling receptor activity', 'delayed rectifier potassium channel activity', 'glutamate-gated receptor activity', 'glutamate binding', 'beta-1 adrenergic receptor binding', 'obsolete neurotransmitter binding', 'PDZ domain binding', 'kinase binding', 'voltage-gated potassium channel activity', 'phosphatase binding', 'acetylcholine receptor binding', 'voltage-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential', 'glycine binding', 'neuroligin family protein binding']","['embryo_development', 'positive_regulation_of_excitatory_postsy...', 'positive_regulation_of_synaptic_transmis...', 'cation_transmembrane_transport', 'regulation_of_cation_transmembrane_trans...', 'calcium_ion_transmembrane_import_into_cy...', 'excitatory_chemical_synaptic_transmissio...', 'receptor_clustering', 'chemical_synaptic_transmission', 'receptor_localization_to_synapse', 'ionotropic_glutamate_receptor_signaling_...', 'establishment_or_maintenance_of_epitheli...', 'cell-cell_adhesion', 'calcium-mediated_signaling', 'neurotransmitter_receptor_localization_t...', 'brain_development', 'postsynaptic_membrane_assembly', 'regulation_of_neuronal_synaptic_plastici...', 'regulation_of_ion_transmembrane_transpor...', 'excitatory_postsynaptic_potential', 'positive_regulation_of_synapse_assembly', 'regulation_of_synaptic_plasticity', 'potassium_ion_transmembrane_transport', 'GMP_metabolic_process', 'GDP_metabolic_process', 'visual_learning', 'neuron_cell-cell_adhesion', 'synapse_assembly', 'startle_response', 'postsynaptic_density_protein_95_clusteri...', 'nervous_system_development', 'synaptic_transmission,_glutamatergic', 'social_behavior', 'protein_homooligomerization', 'cellular_response_to_potassium_ion', 'membrane_repolarization_during_action_po...', 'directional_locomotion', 'protein_localization_to_postsynaptic_mem...', 'protein_heterotetramerization', 'neurotransmitter_receptor_transport_post...', 'auditory_receptor_cell_stereocilium_orga...', 'sensory_perception_of_light_stimulus', 'equilibrioception', 'neuromuscular_process_controlling_balanc...', 'presynaptic_membrane_assembly', 'presynapse_assembly', 'regulation_of_postsynaptic_density_assem...', 'protein_localization', 'glutamate_receptor_signaling_pathway', 'regulation_of_membrane_potential', 'sensory_perception_of_pain', 'ion_transmembrane_transport', 'negative_regulation_of_receptor_internal...', 'optic_nerve_development', 'neuronal_signal_transduction', 'positive_regulation_of_cysteine-type_end...', 'gephyrin_clustering_involved_in_postsyna...', 'cerebellar_granule_cell_differentiation', 'photoreceptor_cell_maintenance', 'regulation_of_presynaptic_membrane_poten...', 'protein_localization_to_synapse', 'long-term_synaptic_potentiation']","['schizophrenia', 'autistic_disorder', 'autism_spectrum_disorder', 'intellectual_disability']",False
infomap,1,18,0,0,"['calmodulin-dependent protein phosphatase activity', 'myosin phosphatase activity', 'cyclosporin A binding', 'calcium-dependent protein serine/threonine phosphatase activity', 'lipid binding', 'protein serine/threonine phosphatase activity', 'calmodulin binding', 'microtubule binding', 'protein dimerization activity', 'type 1 metabotropic glutamate receptor binding', 'Wnt-protein binding', 'acetylcholine receptor activator activity', 'ErbB-3 class receptor binding', 'sodium:inorganic phosphate symporter activity', 'potassium:proton antiporter activity', 'phosphate ion uniporter activity', 'phosphatidylinositol phosphate 5-phosphatase activity', 'inositol-1,4,5-trisphosphate 5-phosphatase activity', 'calcium-dependent protein serine/threonine phosphatase regulator activity']","['synaptic_vesicle_uncoating', 'calcineurin-mediated_signaling', 'calcineurin-NFAT_signaling_cascade', 'positive_regulation_of_calcineurin-NFAT_...', 'protein_dephosphorylation', 'synaptic_vesicle_endocytosis', 'axon_extension', 'negative_regulation_of_signaling', 'endocytosis', 'synaptic_vesicle_transport', 'regulation_of_synaptic_vesicle_endocytos...', 'receptor-mediated_endocytosis', 'T_cell_activation', 'skeletal_muscle_fiber_development', 'receptor_internalization', 'dephosphorylation']","['frontotemporal_dementia', 'schizophrenia', ""Alzheimer's_disease""]",False
infomap,29,10,0,0,"['GTP binding', 'G protein activity', 'Rab GDP-dissociation inhibitor activity', 'GTPase activity', 'GDP binding', 'myosin V binding', 'GTPase activator activity', 'molecular_function']","['protein_transport', 'Rab_protein_signal_transduction', 'vesicle-mediated_transport', 'antigen_processing_and_presentation', 'protein_localization_to_Golgi_apparatus', 'Golgi_to_plasma_membrane_transport', 'intra-Golgi_vesicle-mediated_transport']",[],False
infomap,72,4,0,0,['cell-cell adhesion mediator activity'],"['synaptic_membrane_adhesion', 'modulation_of_chemical_synaptic_transmis...', 'regulation_of_neuron_projection_arboriza...', 'regulation_of_neuron_migration', 'regulation_of_neuron_projection_developm...']",[],False
