alg,clNo,clustsize,no.Trubetskoy Broad,no. Trubetskoy Priortised,Molecular Function,Biological Function,Diseases,False Trub Enrichment
sgG5,25,4,0,0,"['proton-transporting ATPase activity, rotational mechanism', 'proton transmembrane transporter activity']","['vacuolar_acidification', 'synaptic_vesicle_lumen_acidification', 'proton_transmembrane_transport', 'intracellular_pH_reduction', 'endosomal_lumen_acidification', 'lysosomal_lumen_acidification', 'regulation_of_macroautophagy']",[],False
sgG5,79,16,0,0,"['calmodulin-dependent protein phosphatase activity', 'myosin phosphatase activity', 'cyclosporin A binding', 'calcium-dependent protein serine/threonine phosphatase activity', 'lipid binding', 'calmodulin binding', 'protein serine/threonine phosphatase activity', 'microtubule binding', 'protein dimerization activity', 'type 1 metabotropic glutamate receptor binding', 'Wnt-protein binding', 'sodium:inorganic phosphate symporter activity', 'potassium:proton antiporter activity', 'phosphate ion uniporter activity', 'phosphatidylinositol phosphate 5-phosphatase activity', 'inositol-1,4,5-trisphosphate 5-phosphatase activity', 'calcium-dependent protein serine/threonine phosphatase regulator activity']","['synaptic_vesicle_uncoating', 'calcineurin-mediated_signaling', 'calcineurin-NFAT_signaling_cascade', 'positive_regulation_of_calcineurin-NFAT_...', 'protein_dephosphorylation', 'synaptic_vesicle_endocytosis', 'negative_regulation_of_signaling', 'endocytosis', 'regulation_of_synaptic_vesicle_endocytos...', 'receptor-mediated_endocytosis', 'T_cell_activation', 'skeletal_muscle_fiber_development', 'receptor_internalization', 'dephosphorylation', 'central_nervous_system_development']","['frontotemporal_dementia', 'schizophrenia']",False
sgG5,4,17,0,0,"['GTPase activator activity', 'G protein activity', 'thioesterase binding', 'GTPase activity', 'GTP binding', 'protein kinase binding', 'protein serine/threonine kinase activity', 'phospholipid binding', 'protein serine kinase activity', 'ATP binding', 'small GTPase binding', 'metal ion binding', 'GBD domain binding', 'apolipoprotein A-I receptor binding', 'Rho GDP-dissociation inhibitor activity', 'interleukin-33 receptor activity', 'interleukin-1 receptor activity', 'interleukin-1 receptor binding', 'phosphatidylinositol 3-kinase regulator activity', 'nuclear import signal receptor activity']","['regulation_of_actin_cytoskeleton_organiz...', 'cell_junction_assembly', 'establishment_of_epithelial_cell_apical/...', 'actin_cytoskeleton_organization', 'regulation_of_cell_migration', 'regulation_of_stress_fiber_assembly', 'Wnt_signaling_pathway,_planar_cell_polar...', 'establishment_or_maintenance_of_cell_pol...', 'cortical_cytoskeleton_organization', 'respiratory_burst', 'regulation_of_neutrophil_migration', 'intracellular_signal_transduction', 'positive_regulation_of_stress_fiber_asse...', 'Rho_protein_signal_transduction', 'actin_filament_organization', 'regulation_of_lamellipodium_assembly', 'negative_regulation_of_motor_neuron_apop...', 'engulfment_of_apoptotic_cell', 'dendritic_spine_morphogenesis', 'motor_neuron_apoptotic_process', 'cell_projection_assembly', 'positive_regulation_of_substrate_adhesio...', 'motor_neuron_axon_guidance', 'positive_regulation_of_focal_adhesion_as...', 'semaphorin-plexin_signaling_pathway', 'cell_chemotaxis', 'regulation_of_microtubule_cytoskeleton_o...', 'regulation_of_Rho_protein_signal_transdu...', 'cell_migration', 'positive_regulation_of_cytokinesis', 'regulation_of_focal_adhesion_assembly', 'regulation_of_MAPK_cascade', 'substantia_nigra_development', 'substrate_adhesion-dependent_cell_spread...', 'regulation_of_synaptic_vesicle_endocytos...', 'positive_regulation_of_lamellipodium_ass...', 'Rac_protein_signal_transduction', 'eye_photoreceptor_cell_development', 'Golgi_vesicle_budding', 'cardiac_conduction_system_development', 'cardiac_neural_crest_cell_migration_invo...', 'macrophage_differentiation', 'positive_regulation_of_pseudopodium_asse...', 'Cdc42_protein_signal_transduction', 'positive_regulation_of_pinocytosis', 'regulation_of_attachment_of_spindle_micr...', 'positive_regulation_of_epithelial_cell_p...', 'angiotensin-mediated_vasoconstriction_in...', 'alpha-beta_T_cell_lineage_commitment', 'regulation_of_systemic_arterial_blood_pr...', 'forebrain_radial_glial_cell_differentiat...', 'negative_regulation_of_intracellular_ste...', 'regulation_of_osteoblast_proliferation', 'Roundabout_signaling_pathway', 'apolipoprotein_A-I-mediated_signaling_pa...', 'apical_junction_assembly', 'beta_selection', 'ossification_involved_in_bone_maturation', 'positive_regulation_of_alpha-beta_T_cell...', 'positive_regulation_of_lipase_activity', 'trabecula_morphogenesis', 'negative_regulation_of_cell_migration_in...', 'negative_regulation_of_oxidative_phospho...', 'endothelial_tube_lumen_extension', 'skeletal_muscle_satellite_cell_migration', 'mitotic_cleavage_furrow_formation', 'positive_regulation_of_vascular_smooth_m...', 'regulation_of_neural_precursor_cell_prol...', 'cerebral_cortex_GABAergic_interneuron_de...', 'positive_regulation_of_cell_adhesion_med...', 'apical_constriction', 'positive_regulation_of_phosphatase_activ...', 'negative_regulation_of_phosphorylation', 'negative_regulation_of_membrane_protein_...', 'myoblast_migration', 'glomerular_visceral_epithelial_cell_migr...', 'regulation_of_amyloid-beta_formation', 'regulation_of_hydrogen_peroxide_metaboli...', 'negative_regulation_of_fibroblast_migrat...', 'negative_regulation_of_interleukin-23_pr...', 'positive_regulation_of_Rho_protein_signa...', 'localization_within_membrane', 'regulation_of_respiratory_burst', 'interleukin-33-mediated_signaling_pathwa...', 'cell_morphogenesis_involved_in_neuron_di...', 'positive_regulation_of_1-phosphatidylino...', 'regulation_of_DNA_recombination', 'NLS-bearing_protein_import_into_nucleus', 'skeletal_muscle_satellite_cell_prolifera...', 'small_GTPase_mediated_signal_transductio...']",['hypertension'],False
sgG5,31,3,0,0,"['structural constituent of cytoskeleton', 'actin filament binding']","['Arp2/3_complex-mediated_actin_nucleation', 'positive_regulation_of_lamellipodium_ass...', 'asymmetric_cell_division', 'meiotic_chromosome_movement_towards_spin...', 'meiotic_cytokinesis', 'actin_polymerization-dependent_cell_moti...', 'spindle_localization', 'establishment_or_maintenance_of_cell_pol...', 'cellular_response_to_interferon-gamma', 'cilium_assembly']",[],False
sgG5,54,13,0,0,"['neurexin family protein binding', 'signaling receptor activity', 'cell adhesion molecule binding']","['positive_regulation_of_synapse_assembly', 'postsynaptic_membrane_assembly', 'neuron_cell-cell_adhesion', 'postsynaptic_density_protein_95_clusteri...', 'presynaptic_membrane_assembly', 'presynapse_assembly', 'synapse_assembly', 'gephyrin_clustering_involved_in_postsyna...', 'synapse_organization', 'regulation_of_presynapse_assembly', 'positive_regulation_of_synaptic_transmis...', 'terminal_button_organization', 'positive_regulation_of_synaptic_transmis...', 'maintenance_of_synapse_structure', 'social_behavior', 'negative_regulation_of_excitatory_postsy...', 'chemical_synaptic_transmission', 'regulation_of_AMPA_receptor_activity', 'regulation_of_postsynaptic_density_assem...', 'positive_regulation_of_excitatory_postsy...']",['schizophrenia'],False
sgG5,9,7,0,0,"['beta-catenin binding', 'I-SMAD binding', 'frizzled binding', 'SMAD binding', 'enzyme binding', 'armadillo repeat domain binding', 'R-SMAD binding', 'nuclear receptor binding', 'histone methyltransferase binding', 'mRNA cap binding', 'protein kinase binding']","['canonical_Wnt_signaling_pathway', 'negative_regulation_of_canonical_Wnt_sig...', 'dorsal/ventral_axis_specification', 'non-canonical_Wnt_signaling_pathway', 'planar_cell_polarity_pathway_involved_in...', 'proteasome-mediated_ubiquitin-dependent_...', 'cytoplasmic_microtubule_organization', 'cell_fate_specification', 'positive_regulation_of_neuron_projection...', 'Wnt_signaling_pathway,_planar_cell_polar...', 'positive_regulation_of_protein_phosphory...', 'positive_regulation_of_proteasomal_ubiqu...', 'in_utero_embryonic_development', 'positive_regulation_of_transcription_by_...', 'regulation_of_protein_localization', 'positive_regulation_of_protein_catabolic...', 'axial_mesoderm_formation', 'cell_development', 'head_development', 'embryonic_axis_specification', 'endodermal_cell_fate_commitment', 'neural_plate_development', 'regulation_of_secondary_heart_field_card...', 'metanephros_morphogenesis', 'negative_regulation_of_mesenchymal_to_ep...', 'glial_cell_fate_determination', 'anterior/posterior_axis_specification', 'proximal/distal_pattern_formation', 'positive_regulation_of_heparan_sulfate_p...', 'hypothalamus_development', 'central_nervous_system_vasculogenesis', 'male_genitalia_development', 'hindbrain_development', 'regulation_of_centriole-centriole_cohesi...', 'hair_follicle_morphogenesis', 'negative_regulation_of_chondrocyte_diffe...', 'positive_regulation_of_transcription_elo...', 'genitalia_morphogenesis', 'embryonic_hindlimb_morphogenesis', 'hair_cell_differentiation', 'embryonic_skeletal_limb_joint_morphogene...', 'regulation_of_T_cell_proliferation', 'embryonic_digit_morphogenesis', 'canonical_Wnt_signaling_pathway_involved...', 'canonical_Wnt_signaling_pathway_involved...', 'positive_regulation_of_endothelial_cell_...', 'negative_regulation_of_mitotic_cell_cycl...', 'regulation_of_fibroblast_proliferation', 'cell_maturation', 'oocyte_development', 'embryonic_foregut_morphogenesis', 'regulation_of_smooth_muscle_cell_prolife...', 'smooth_muscle_cell_differentiation', 'regulation_of_timing_of_anagen', 'oviduct_development', 'lung-associated_mesenchyme_development', 'lung_induction', 'epithelial_cell_differentiation_involved...', 'epithelial_cell_proliferation_involved_i...', 'positive_regulation_of_epithelial_cell_p...', 'hair_follicle_placode_formation', 'establishment_of_blood-brain_barrier', 'mesenchymal_cell_proliferation_involved_...', 'positive_regulation_of_branching_involve...', 'fungiform_papilla_formation', 'canonical_Wnt_signaling_pathway_involved...', 'cranial_ganglion_development', 'regulation_of_centromeric_sister_chromat...', 'renal_vesicle_formation', 'renal_inner_medulla_development', 'renal_outer_medulla_development', 'nephron_tubule_formation', 'regulation_of_nephron_tubule_epithelial_...', 'mesenchymal_stem_cell_differentiation', 'acinar_cell_differentiation', 'negative_regulation_of_oxidative_stress-...', 'midbrain_dopaminergic_neuron_differentia...', 'canonical_Wnt_signaling_pathway_involved...', 'dorsal_root_ganglion_development', 'establishment_of_blood-retinal_barrier', 'positive_regulation_of_determination_of_...', 'positive_regulation_of_myoblast_prolifer...', 'convergent_extension_involved_in_neural_...', 'skeletal_muscle_acetylcholine-gated_chan...', 'cochlea_morphogenesis', 'positive_regulation_of_protein_localizat...', 'non-canonical_Wnt_signaling_pathway_via_...', 'negative_regulation_of_gene_expression', 'response_to_xenobiotic_stimulus', 'chondrocyte_differentiation', 'cap-dependent_translational_initiation', 'genetic_imprinting', 'embryonic_heart_tube_development', 'neuron_fate_determination', 'negative_regulation_of_transcription_elo...', 'post-anal_tail_morphogenesis', 'negative_regulation_of_protein_metabolic...', 'T_cell_differentiation_in_thymus', 'positive_regulation_of_mesenchymal_cell_...', 'gastrulation_with_mouth_forming_second', 'ectoderm_development', 'fibroblast_growth_factor_receptor_signal...', 'stem_cell_population_maintenance', 'pancreas_development', 'negative_regulation_of_protein_sumoylati...', 'embryonic_forelimb_morphogenesis', 'positive_regulation_of_osteoblast_differ...', 'negative_regulation_of_osteoclast_differ...', 'positive_regulation_of_fibroblast_growth...', 'positive_regulation_of_skeletal_muscle_t...', 'negative_regulation_of_oligodendrocyte_d...', 'lung_epithelial_cell_differentiation', 'cellular_response_to_indole-3-methanol', 'stem_cell_proliferation', 'regulation_of_calcium_ion_import', 'cranial_skeletal_system_development', 'positive_regulation_of_stem_cell_prolife...', 'collateral_sprouting', 'heart_looping', 'regulation_of_neurotransmitter_levels', 'protein_localization_to_microtubule', 'negative_regulation_of_microtubule_depol...', 'pattern_specification_process', 'positive_regulation_of_transcription,_DN...', 'synapse_organization', 'epithelial_tube_branching_involved_in_lu...', 'positive_regulation_of_peptidyl-threonin...', 'osteoclast_differentiation', 'positive_regulation_of_JUN_kinase_activi...', 'endothelial_tube_morphogenesis', 'branching_involved_in_ureteric_bud_morph...', 'detection_of_muscle_stretch', 'regulation_of_protein_ubiquitination', 'nucleocytoplasmic_transport', 'positive_regulation_of_transforming_grow...', 'positive_regulation_of_mRNA_binding', 'regulation_of_protein_localization_to_ce...', 'sympathetic_ganglion_development', 'lens_morphogenesis_in_camera-type_eye', 'regulation_of_angiogenesis', 'regulation_of_neurogenesis', 'myoblast_proliferation', 'embryonic_brain_development', 'regulation_of_store-operated_calcium_ent...', 'outflow_tract_morphogenesis', 'protein_localization_to_nucleus', 'negative_regulation_of_interleukin-2_pro...', 'protein_stabilization', 'cellular_response_to_growth_factor_stimu...', 'trachea_formation', 'regulation_of_cell_differentiation', 'negative_regulation_of_fat_cell_differen...', 'adherens_junction_assembly', 'branching_involved_in_blood_vessel_morph...', 'layer_formation_in_cerebral_cortex', 'odontogenesis_of_dentin-containing_tooth', 'bone_resorption', 'neuron_projection_extension', 'viral_translational_termination-reinitia...', 'neural_tube_development', 'IRES-dependent_viral_translational_initi...', 'negative_regulation_of_calcineurin-NFAT_...', 'positive_regulation_of_DNA-binding_trans...', 'positive_regulation_of_telomere_maintena...', 'positive_regulation_of_telomerase_activi...', 'positive_regulation_of_cell_differentiat...', 'activation_of_protein_kinase_activity', 'protein_polyubiquitination']",[],False
sgG5,32,4,0,0,['cell-cell adhesion mediator activity'],"['synaptic_membrane_adhesion', 'modulation_of_chemical_synaptic_transmis...', 'regulation_of_neuron_projection_arboriza...', 'regulation_of_neuron_migration', 'regulation_of_neuron_projection_developm...']",[],False
sgG5,61,12,0,0,[],"['early_endosome_to_late_endosome_transpor...', 'ubiquitin-dependent_protein_catabolic_pr...', 'viral_release_from_host_cell', 'modulation_by_host_of_viral_process', 'endocytosis']",[],False
sgG5,22,38,5,0,"['glutamate-gated calcium ion channel activity', 'NMDA glutamate receptor activity', 'transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential', 'delayed rectifier potassium channel activity', 'glutamate-gated receptor activity', 'glutamate binding', 'kinase binding', 'beta-1 adrenergic receptor binding', 'obsolete neurotransmitter binding', 'voltage-gated potassium channel activity', 'phosphatase binding', 'voltage-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential', 'glycine binding', 'amyloid-beta binding', 'guanylate kinase activity', 'molecular adaptor activity']","['cation_transmembrane_transport', 'regulation_of_cation_transmembrane_trans...', 'calcium_ion_transmembrane_import_into_cy...', 'excitatory_chemical_synaptic_transmissio...', 'ionotropic_glutamate_receptor_signaling_...', 'calcium-mediated_signaling', 'positive_regulation_of_excitatory_postsy...', 'embryo_development', 'regulation_of_ion_transmembrane_transpor...', 'excitatory_postsynaptic_potential', 'regulation_of_neuronal_synaptic_plastici...', 'potassium_ion_transmembrane_transport', 'chemical_synaptic_transmission', 'receptor_clustering', 'positive_regulation_of_synaptic_transmis...', 'receptor_localization_to_synapse', 'regulation_of_postsynaptic_neurotransmit...', 'synaptic_transmission,_glutamatergic', 'brain_development', 'regulation_of_synaptic_plasticity', 'startle_response', 'protein_homooligomerization', 'establishment_or_maintenance_of_epitheli...', 'neurotransmitter_receptor_localization_t...', 'cellular_response_to_potassium_ion', 'membrane_repolarization_during_action_po...', 'directional_locomotion', 'protein_localization_to_postsynaptic_mem...', 'protein_heterotetramerization', 'sensory_perception_of_light_stimulus', 'equilibrioception', 'cell-cell_adhesion', 'protein_localization', 'visual_learning', 'glutamate_receptor_signaling_pathway', 'regulation_of_presynaptic_membrane_poten...', 'optic_nerve_development', 'positive_regulation_of_cysteine-type_end...', 'photoreceptor_cell_maintenance', 'potassium_ion_transport', 'regulation_of_postsynaptic_membrane_pote...', 'GMP_metabolic_process', 'GDP_metabolic_process']","['schizophrenia', 'epilepsy_syndrome', 'intellectual_disability']",False
sgG5,20,18,0,0,"['protein tyrosine phosphatase activity', 'transmembrane receptor protein tyrosine phosphatase activity']","['synaptic_membrane_adhesion', 'transmembrane_receptor_protein_tyrosine_...', 'protein_dephosphorylation']",[],False
sgG5,44,15,0,0,"['voltage-gated calcium channel activity', 'high voltage-gated calcium channel activity', 'structural constituent of ribosome', 'voltage-gated calcium channel activity involved in AV node cell action potential', 'oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor', 'transcription corepressor binding', 'NAD binding', 'voltage-gated calcium channel activity involved in cardiac muscle cell action potential', 'voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels', 'transcription coregulator binding', 'transcription coactivator activity', 'transcription corepressor activity', 'rRNA binding', 'RNA binding', 'nuclear retinoic acid receptor binding']","['ribosomal_small_subunit_biogenesis', 'regulation_of_voltage-gated_calcium_chan...', 'calcium_ion_transmembrane_transport', 'cytoplasmic_translation', 'translation', 'ribosomal_small_subunit_assembly', 'rRNA_processing', 'membrane_depolarization_during_AV_node_c...', 'membrane_depolarization_during_atrial_ca...', 'white_fat_cell_differentiation', 'cellular_response_to_leukemia_inhibitory...', 'maturation_of_SSU-rRNA_from_tricistronic...', 'maturation_of_SSU-rRNA', 'neuromuscular_junction_development', 'viral_genome_replication', 'regulation_of_presynaptic_cytosolic_calc...', 'negative_regulation_of_transcription,_DN...']",[],False
