alg,clNo,clustsize,no.Trubetskoy Broad,no. Trubetskoy Priortised,Molecular Function,Biological Function,Diseases,False Trub Enrichment
sgG1,2,72,0,0,"['diacylglycerol-dependent serine/threonine kinase activity', 'calcium,diacylglycerol-dependent serine/threonine kinase activity', 'GABA-A receptor activity', 'GABA-gated chloride ion channel activity', 'neurotransmitter receptor activity', 'chloride channel activity', 'endopeptidase activity', 'aspartic endopeptidase activity, intramembrane cleaving', 'protein serine kinase activity', 'protein serine/threonine kinase activity', 'inhibitory extracellular ligand-gated monoatomic ion channel activity', 'benzodiazepine receptor activity', 'transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential', 'phosphatidylinositol phosphate binding', 'serine-type endopeptidase inhibitor activity', 'signaling receptor activator activity', 'neurotrophin binding', 'diacylglycerol-dependent, calcium-independent serine/threonine kinase activity', 'histone H3T6 kinase activity', 'GABA receptor activity', 'phosphatidylcholine binding', 'ATP binding', 'protein kinase activity', 'amyloid-beta binding', 'transcription factor binding', 'transition metal ion binding', 'growth factor receptor binding', 'enzyme activator activity', 'myosin V binding', '14-3-3 protein binding', 'insulin receptor substrate binding', 'neuroligin family protein binding', 'transmembrane signaling receptor activity']","['nervous_system_process', 'inhibitory_synapse_assembly', 'protein_processing', 'amyloid_precursor_protein_catabolic_proc...', 'membrane_protein_ectodomain_proteolysis', 'gamma-aminobutyric_acid_signaling_pathwa...', 'peptidyl-serine_phosphorylation', 'chloride_transmembrane_transport', 'Notch_signaling_pathway', 'synaptic_transmission,_GABAergic', 'cellular_response_to_histamine', 'neuron_apoptotic_process', 'negative_regulation_of_glial_cell_apopto...', 'Notch_receptor_processing', 'amyloid-beta_formation', 'response_to_interleukin-1', 'positive_regulation_of_glycolytic_proces...', 'positive_regulation_of_catalytic_activit...', 'central_nervous_system_neuron_developmen...', 'regulation_of_gene_expression', 'protein_phosphorylation', 'intracellular_signal_transduction', 'regulation_of_postsynaptic_membrane_pote...', 'glutamate_secretion', 'axo-dendritic_transport', 'astrocyte_activation', 'smooth_endoplasmic_reticulum_calcium_ion...', 'neuron_projection_maintenance', 'neurotrophin_signaling_pathway', 'innervation', 'negative_regulation_of_cell_cycle', 'negative_regulation_of_peptidyl-tyrosine...', 'neutrophil_activation', 'amyloid-beta_metabolic_process', 'mitotic_nuclear_envelope_disassembly', 'negative_regulation_of_cell-matrix_adhes...', 'learning_or_memory', 'negative_regulation_of_insulin_receptor_...', 'cognition', 'neuromuscular_synaptic_transmission', 'post-translational_protein_modification', 'cellular_response_to_amyloid-beta', 'establishment_or_maintenance_of_epitheli...', 'apoptotic_process', 'post-embryonic_development', 'oligodendrocyte_differentiation', 'apoptotic_signaling_pathway', 'establishment_of_localization_in_cell', 'learning', 'signal_transduction', 'astrocyte_activation_involved_in_immune_...', 'extracellular_matrix_organization', 'extrinsic_apoptotic_signaling_pathway_vi...', 'gamma-aminobutyric_acid_secretion', 'regulation_of_insulin_secretion_involved...', 'Schwann_cell_development', 'regulation_of_synaptic_vesicle_fusion_to...', 'pore_complex_assembly', 'negative_regulation_of_apoptotic_process', 'mitochondrion_organization', 'peptidyl-threonine_phosphorylation', 'regulation_of_membrane_potential', 'microtubule_cytoskeleton_organization', 'chemical_synaptic_transmission', 'cell_adhesion', 'synaptic_vesicle_maturation', 'insulin_secretion', 'cellular_response_to_hydrogen_peroxide', 'positive_regulation_of_MAPK_cascade', 'adult_behavior', 'positive_regulation_of_kinase_activity', 'regulation_of_peptidyl-tyrosine_phosphor...', 'epithelial_cell_proliferation', 'regulation_of_protein_kinase_B_signaling', 'regulation_of_growth', 'cellular_response_to_UV', 'membrane_depolarization', 'neuron_projection_extension', 'neuropeptide_signaling_pathway', 'ossification', 'skeletal_system_morphogenesis', 'neural_tube_development', 'negative_regulation_of_neuron_apoptotic_...', 'axonogenesis', 'negative_regulation_of_protein_ubiquitin...', 'positive_regulation_of_tumor_necrosis_fa...', 'positive_regulation_of_angiogenesis', 'presynaptic_modulation_of_chemical_synap...']","[""Alzheimer's_disease"", 'autistic_disorder', 'autism_spectrum_disorder', 'epilepsy_syndrome', 'bipolar_disorder', 'schizophrenia', ""Huntington's_disease""]",False
sgG1,9,88,87,0,"['cadherin binding', 'actin binding', 'actin filament binding', 'structural constituent of postsynaptic actin cytoskeleton', 'molecular adaptor activity', 'translation regulator activity', 'hydrolase activity', 'structural constituent of cytoskeleton', 'nucleosomal DNA binding', 'protein folding chaperone', 'transcription regulator inhibitor activity', 'RNA 7-methylguanosine cap binding', 'RNA strand annealing activity', 'RNA cap binding', 'protein kinase A binding']","['cytoskeleton-dependent_cytokinesis', 'cell_morphogenesis', 'postsynaptic_actin_cytoskeleton_organiza...', 'positive_regulation_of_ATPase_activity', 'barbed-end_actin_filament_capping', 'cytoskeleton_organization']",[],True
sgG1,7,3,0,0,"['translation initiation factor activity', 'translation factor activity, RNA binding']","['translational_initiation', 'formation_of_translation_preinitiation_c...']",[],False
sgG1,16,4,0,0,"['proton-transporting ATPase activity, rotational mechanism', 'ATPase binding', 'ATP hydrolysis activity', 'fructose-bisphosphate aldolase activity']","['synaptic_vesicle_lumen_acidification', 'regulation_of_macroautophagy']",[],False
sgG1,14,117,0,0,"['cAMP-dependent protein kinase regulator activity', 'cAMP-dependent protein kinase inhibitor activity', 'structural constituent of muscle', 'vinculin binding', 'protein domain specific binding', 'cAMP binding', 'protein kinase A catalytic subunit binding', 'protein kinase A regulatory subunit binding', 'extracellular matrix structural constituent', 'structural constituent of cytoskeleton', 'dystroglycan binding', 'protein sequestering activity', 'RNA stem-loop binding', 'transmembrane transporter binding', 'hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides', 'structural constituent of postsynaptic intermediate filament cytoskeleton', 'extracellular matrix binding', 'phosphoserine residue binding']","['microtubule_cytoskeleton_organization', 'negative_regulation_of_cAMP-dependent_pr...', 'retrograde_axonal_transport']",[],False
sgG1,13,4,2,0,[],['ribosome_assembly'],[],False
sgG1,21,4,0,0,[],"['endothelial_cell_migration', 'semaphorin-plexin_signaling_pathway']",[],False
sgG1,11,36,0,0,"['AMPA glutamate receptor activity', 'transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential', 'ligand-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential']","['ion_transmembrane_transport', 'ionotropic_glutamate_receptor_signaling_...', 'monoamine_transport']","['schizophrenia', 'bipolar_disorder']",False
sgG1,17,23,0,0,[],"['regulation_of_synaptic_transmission,_GAB...', 'positive_regulation_of_G_protein-coupled...', 'light_adaption', 'G_protein-coupled_receptor_signaling_pat...', 'response_to_cocaine', 'negative_regulation_of_blood_pressure', 'negative_regulation_of_voltage-gated_cal...']",[],False
sgG1,3,10,0,0,"['cytoskeletal motor activity', 'calcium-dependent phospholipid binding', 'cis-trans isomerase activity', 'methyltransferase activity', 'O-methyltransferase activity', 'catechol O-methyltransferase activity', 'L-dopa O-methyltransferase activity', 'orcinol O-methyltransferase activity', 'pyruvate secondary active transmembrane transporter activity', 'symporter activity', 'pyruvate transmembrane transporter activity', 'phosphatidylserine binding']",[],[],False
sgG1,19,3,0,0,[],[],[],False
sgG1,1,2,0,0,[],[],"['bipolar_disorder', ""Alzheimer's_disease""]",False
