alg,clNo,clustsize,no.Trubetskoy Broad,no. Trubetskoy Priortised,Molecular Function,Biological Function,Diseases,False Trub Enrichment
spectral,27,22,0,0,"['clathrin adaptor activity', 'clathrin binding', 'clathrin light chain binding', 'phosphatidylinositol-3,4-bisphosphate binding', 'phosphatidylinositol-3,5-bisphosphate binding', 'phosphatidylinositol binding']","['clathrin-dependent_endocytosis', 'endocytosis', 'clathrin_coat_assembly']",[],False
spectral,16,16,0,0,"['cyclosporin A binding', 'voltage-gated calcium channel activity involved in AV node cell action potential', 'voltage-gated calcium channel activity', 'high voltage-gated calcium channel activity', 'calmodulin binding', 'calmodulin-dependent protein phosphatase activity', 'voltage-gated calcium channel activity involved in cardiac muscle cell action potential', 'protein phosphatase 2B binding', 'protein serine/threonine phosphatase activity', 'myosin phosphatase activity', 'protein dimerization activity', 'protein kinase A regulatory subunit binding', 'AMP-activated protein kinase activity', 'cAMP-dependent protein kinase activity', 'monoatomic ion transmembrane transporter activity', 'metallodipeptidase activity', 'metalloendopeptidase activity involved in amyloid precursor protein catabolic process', 'dopamine neurotransmitter receptor activity, coupled via Gs', 'dopamine neurotransmitter receptor activity', 'calcium-dependent protein serine/threonine phosphatase regulator activity', 'calcium ion binding']","['positive_regulation_of_calcineurin-NFAT_...', 'calcineurin-mediated_signaling', 'calcineurin-NFAT_signaling_cascade', 'cell_communication_by_electrical_couplin...', 'negative_regulation_of_signaling', 'membrane_depolarization_during_AV_node_c...', 'membrane_depolarization_during_atrial_ca...', 'T_cell_activation', 'regulation_of_cardiac_muscle_contraction...', 'skeletal_muscle_fiber_development', 'protein_import_into_nucleus', 'heart_development', 'postsynaptic_modulation_of_chemical_syna...', 'positive_regulation_of_adenylate_cyclase...', 'cellular_response_to_glucose_stimulus', 'dephosphorylation', 'protein_dephosphorylation']","[""Alzheimer's_disease"", 'bipolar_disorder', 'schizophrenia']",False
spectral,24,2,0,0,"['guanylate cyclase activity', 'heme binding', 'signaling receptor activity', 'adenylate cyclase activity', 'cytidylate cyclase activity', 'GTP binding']","['cGMP_biosynthetic_process', 'blood_circulation', 'nitric_oxide-cGMP-mediated_signaling_pat...', 'response_to_oxygen_levels', 'cGMP-mediated_signaling', 'nitric_oxide_mediated_signal_transductio...']",[],False
spectral,3,15,0,0,['mRNA binding'],"['mRNA_processing', 'regulation_of_RNA_splicing', 'regulation_of_mRNA_splicing,_via_spliceo...']",[],False
spectral,32,5,0,0,"['structural constituent of ribosome', 'RNA binding', ""mRNA 5'-UTR binding""]","['ribosomal_small_subunit_biogenesis', 'ribosomal_small_subunit_assembly', 'cytoplasmic_translation', 'translation', 'maturation_of_SSU-rRNA']",[],False
spectral,37,4,0,0,"['vascular endothelial growth factor receptor activity', 'cytokine binding', 'semaphorin receptor activity', 'growth factor binding', 'heparin binding', 'vascular endothelial growth factor binding']","['outflow_tract_septum_morphogenesis', 'facial_nerve_structural_organization', 'vestibulocochlear_nerve_structural_organ...', 'gonadotrophin-releasing_hormone_neuronal...', 'ventral_trunk_neural_crest_cell_migratio...', 'axon_extension_involved_in_axon_guidance', 'trigeminal_ganglion_development', 'sensory_neuron_axon_guidance', 'sympathetic_neuron_projection_extension', 'sympathetic_neuron_projection_guidance', 'neural_crest_cell_migration_involved_in_...', 'semaphorin-plexin_signaling_pathway_invo...', 'facioacoustic_ganglion_development', 'dorsal_root_ganglion_morphogenesis', 'sympathetic_ganglion_development', 'nerve_development', 'positive_regulation_of_endothelial_cell_...', 'axon_guidance', 'positive_regulation_of_endothelial_cell_...', 'angiogenesis', 'trigeminal_nerve_structural_organization', 'branchiomotor_neuron_axon_guidance', 'regulation_of_vascular_endothelial_growt...', 'endothelial_cell_chemotaxis', 'VEGF-activated_neuropilin_signaling_path...', 'positive_regulation_of_axon_extension_in...', 'positive_regulation_of_cytokine_activity', 'axonogenesis_involved_in_innervation', 'angiogenesis_involved_in_coronary_vascul...', 'coronary_artery_morphogenesis', 'retina_vasculature_morphogenesis_in_came...', 'renal_artery_morphogenesis', 'regulation_of_retinal_ganglion_cell_axon...', 'endothelial_tip_cell_fate_specification', 'motor_neuron_migration', 'basal_dendrite_development', 'positive_regulation_of_retinal_ganglion_...', 'VEGF-activated_neuropilin_signaling_path...', 'protein_localization_to_early_endosome', 'otic_placode_development', 'response_to_aldosterone', 'vascular_endothelial_growth_factor_signa...', 'sprouting_angiogenesis', 'positive_regulation_of_phosphorylation', 'negative_regulation_of_axon_extension_in...', 'dichotomous_subdivision_of_terminal_unit...', 'basal_dendrite_arborization', 'semaphorin-plexin_signaling_pathway_invo...']",[],False
spectral,38,43,0,0,"['actin filament binding', 'actin binding', 'chromatin binding', 'molecular adaptor activity']","['cytoskeleton-dependent_cytokinesis', 'positive_regulation_of_lamellipodium_ass...', 'spindle_localization', 'positive_regulation_of_neurotrophin_TRK_...', 'regulation_of_actin_filament_polymerizat...', 'positive_regulation_of_actin_filament_po...', 'negative_regulation_of_endocytosis', 'dendrite_extension', 'Arp2/3_complex-mediated_actin_nucleation', 'actin_filament_polymerization', 'actin_filament_bundle_assembly', 'modification_of_postsynaptic_actin_cytos...', 'regulation_of_cell_shape', 'positive_regulation_of_Arp2/3_complex-me...', 'asymmetric_cell_division', 'meiotic_chromosome_movement_towards_spin...', 'meiotic_cytokinesis', 'cilium_assembly']",[],False
spectral,9,2,0,0,[],"['sensory_perception_of_light_stimulus', 'equilibrioception', 'photoreceptor_cell_maintenance', 'sensory_perception_of_sound', 'homophilic_cell_adhesion_via_plasma_memb...']",[],False
spectral,26,23,0,0,"['MAP kinase kinase activity', 'protein serine kinase activity', 'protein serine/threonine kinase activity', 'MAP kinase activity', 'ATP binding', 'protein kinase activity', 'ribosomal protein S6 kinase activity', 'insulin receptor substrate binding', 'RNA polymerase II transcription regulatory region sequence-specific DNA binding', 'enzyme binding', 'diacylglycerol-dependent serine/threonine kinase activity', 'calcium,diacylglycerol-dependent serine/threonine kinase activity', 'phosphatase binding', 'phosphotyrosine residue binding', 'mitogen-activated protein kinase p38 binding', 'NFAT protein binding', 'RNA polymerase II CTD heptapeptide repeat kinase activity', 'excitatory extracellular ligand-gated monoatomic ion channel activity', 'extracellularly glycine-gated ion channel activity', 'extracellularly glycine-gated chloride channel activity', 'RNA polymerase II core promoter sequence-specific DNA binding', 'actinin binding', 'general transcription initiation factor binding', 'angiotensin receptor binding', 'MAP-kinase scaffold activity', 'small conductance calcium-activated potassium channel activity', 'polysome binding']","['apoptotic_process', 'cellular_response_to_tumor_necrosis_fact...', 'regulation_of_ossification', 'thyroid_gland_development', 'regulation_of_stress-activated_MAPK_casc...', 'face_development', 'regulation_of_Golgi_inheritance', 'chemotaxis', 'intracellular_signal_transduction', 'cellular_senescence', 'Bergmann_glial_cell_differentiation', 'trachea_formation', 'ERK1_and_ERK2_cascade', 'regulation_of_early_endosome_to_late_end...', 'protein_phosphorylation', 'peptidyl-serine_phosphorylation', 'stress-activated_MAPK_cascade', 'lipopolysaccharide-mediated_signaling_pa...', 'negative_regulation_of_insulin_receptor_...', 'interleukin-1-mediated_signaling_pathway', 'insulin-like_growth_factor_receptor_sign...', 'cellular_response_to_lipoteichoic_acid', 'cellular_response_to_hydroperoxide', 'outer_ear_morphogenesis', 'cardiac_neural_crest_cell_development_in...', 'response_to_epidermal_growth_factor', 'negative_regulation_of_peptidyl-tyrosine...', 'thymus_development', 'cell_cycle', 'cellular_response_to_angiotensin', 'positive_regulation_of_cyclase_activity', 'response_to_muramyl_dipeptide', 'positive_regulation_of_interleukin-12_pr...', 'response_to_muscle_stretch', 'signal_transduction_in_response_to_DNA_d...', 'positive_regulation_of_telomere_capping', 'androgen_receptor_signaling_pathway', 'positive_regulation_of_macrophage_chemot...', 'regulation_of_cellular_pH', 'response_to_exogenous_dsRNA', 'lung_morphogenesis', 'caveolin-mediated_endocytosis', 'response_to_progesterone', 'transcription,_DNA-templated', 'positive_regulation_of_ERK1_and_ERK2_cas...', 'inflammatory_response', 'cell_surface_receptor_signaling_pathway', 'response_to_organic_substance', 'neuron_projection_extension', 'neuropeptide_signaling_pathway', 'positive_regulation_of_transcription_by_...', 'positive_regulation_of_NF-kappaB_transcr...', 'signal_transduction', 'cellular_response_to_vascular_endothelia...', 'cellular_response_to_cadmium_ion', ""3'-UTR-mediated_mRNA_stabilization"", 'positive_regulation_of_telomere_maintena...', 'progesterone_receptor_signaling_pathway', 'positive_regulation_of_telomerase_activi...', 'cellular_response_to_amino_acid_starvati...', 'transcription_by_RNA_polymerase_II', 'positive_regulation_of_axonogenesis', 'cell_chemotaxis', 'positive_regulation_of_protein_serine/th...', 'regulation_of_cytoskeleton_organization', 'post-translational_protein_modification', 'regulation_of_transcription_by_RNA_polym...', 'regulation_of_transcription,_DNA-templat...', 'positive_regulation_of_protein_import_in...', 'cellular_response_to_reactive_oxygen_spe...', 'negative_regulation_of_TORC1_signaling', 'adult_walking_behavior', 'positive_regulation_of_dendritic_spine_m...', 'response_to_insulin', 'positive_regulation_of_gene_expression', 'negative_regulation_of_protein_kinase_B_...', 'insulin_receptor_signaling_pathway', 'cellular_response_to_hydrogen_peroxide', 'cellular_response_to_lipopolysaccharide', 'DNA_damage_checkpoint', 'cartilage_condensation', 'transmembrane_receptor_protein_serine/th...', 'fatty_acid_oxidation', 'stress-activated_protein_kinase_signalin...', 'p38MAPK_cascade', 'cellular_response_to_UV-B', 'stress-induced_premature_senescence', 'regulation_of_cytokine_production_involv...', 'regulation_of_response_to_tumor_cell', 'cytosine_metabolic_process', 'ERBB_signaling_pathway', 'steroid_hormone_mediated_signaling_pathw...', 'ovarian_follicle_development', 'sperm_entry', 'prostate_gland_growth', 'positive_regulation_of_Schwann_cell_chem...', 'regulation_of_dopaminergic_neuron_differ...', 'regulation_of_non-canonical_Wnt_signalin...', 'regulation_of_entry_of_bacterium_into_ho...', 'positive_regulation_of_T-helper_2_cell_d...', 'positive_regulation_of_T-helper_2_cell_c...', 'regulation_of_signaling_receptor_activit...', 'immunoglobulin_mediated_immune_response', 'termination_of_signal_transduction', 'B_cell_proliferation', 'negative_regulation_of_platelet_aggregat...', 'positive_regulation_of_phospholipid_scra...', 'regulation_of_ceramide_biosynthetic_proc...', 'positive_regulation_of_ceramide_biosynth...', 'positive_regulation_of_glucosylceramide_...', 'positive_regulation_of_sphingomyelin_cat...', 'acetaldehyde_metabolic_process', 'response_to_UV-B', 'positive_regulation_of_vascular_endothel...', 'positive_regulation_of_Schwann_cell_diff...', 'cellular_response_to_stress', 'response_to_cobalamin', 'nucleotide-binding_oligomerization_domai...', 'cellular_response_to_peptidoglycan', 'cellular_response_to_nicotine', 'regulation_of_NIK/NF-kappaB_signaling', 'negative_regulation_of_NIK/NF-kappaB_sig...', 'positive_regulation_of_transcription_fro...', 'negative_regulation_of_pri-miRNA_transcr...', 'cartilage_development', 'xenophagy', 'positive_regulation_of_xenophagy', 'desensitization_of_G_protein-coupled_rec...', 'negative_regulation_of_toll-like_recepto...', 'postsynaptic_signal_transduction', 'type_B_pancreatic_cell_proliferation', 'epithelial_cell_proliferation_involved_i...', 'placenta_blood_vessel_development', 'labyrinthine_layer_development', 'DNA_damage_response,_signal_transduction...', 'negative_regulation_of_embryonic_develop...', 'negative_regulation_of_mesoderm_developm...', 'membrane_repolarization_during_atrial_ca...', 'membrane_raft_localization', 'ectopic_germ_cell_programmed_cell_death', 'negative_regulation_of_skeletal_muscle_t...', 'negative_regulation_of_reproductive_proc...', 'regulation_of_synaptic_transmission,_dop...', 'positive_regulation_of_stress_granule_as...', 'regulation_of_circadian_rhythm', 'rhythmic_process', 'cellular_response_to_DNA_damage_stimulus', 'receptor_internalization', 'peptidyl-threonine_phosphorylation', 'MAPK_cascade']","[""Huntington's_disease""]",False
spectral,44,18,0,0,"['GTPase activity', 'G protein activity', 'GTP binding', 'small GTPase binding', 'GDP binding']","['vesicle-mediated_transport', 'protein_transport', 'endocytosis', 'early_endosome_to_late_endosome_transpor...']","[""Alzheimer's_disease""]",False
spectral,31,17,0,0,"['monoamine:proton antiporter activity', 'neuroligin family protein binding', 'calcium-dependent phospholipid binding']",['neurotransmitter_loading_into_synaptic_v...'],['intellectual_disability'],False
spectral,19,27,0,0,"['protein phosphatase 1 binding', 'protein phosphatase regulator activity', 'protein serine/threonine phosphatase activity', 'ubiquitin ligase-substrate adaptor activity', 'phosphatase activity', 'protein kinase activity', 'protein serine/threonine/tyrosine kinase activity', 'phosphoprotein phosphatase activity', 'myosin phosphatase activity', 'protein serine/threonine kinase inhibitor activity', 'potassium channel activator activity', 'protein kinase regulator activity', 'growth hormone receptor binding', 'interleukin-12 receptor binding', 'type 1 angiotensin receptor binding', 'histone H3Y41 kinase activity', 'peptide hormone receptor binding', 'denatured protein binding', 'cullin family protein binding', 'F-box domain binding', 'amide binding', 'sphingolipid binding', 'inositol hexakisphosphate binding', 'complement component C3a binding', 'complement component C3b binding', 'proteinase activated receptor binding', 'protein antigen binding', 'D2 dopamine receptor binding', 'protein binding']","['SCF-dependent_proteasomal_ubiquitin-depe...', 'positive_regulation_of_smooth_muscle_cel...', 'positive_regulation_of_extrinsic_apoptot...', 'protein_dephosphorylation', 'negative_regulation_of_cell_growth', 'regulation_of_glycogen_biosynthetic_proc...', 'entrainment_of_circadian_clock_by_photop...', 'response_to_kainic_acid', 'positive_regulation_of_interleukin-17_pr...', 'activation_of_phospholipase_C_activity', 'RIG-I_signaling_pathway', 'protein_ubiquitination', 'glycogen_metabolic_process', 'CD40_signaling_pathway', 'activation_of_protein_kinase_C_activity', 'response_to_tumor_necrosis_factor', 'positive_regulation_of_immunoglobulin_pr...', 'B_cell_activation', 'negative_regulation_of_cell_proliferatio...', 'germ_cell_development', 'TOR_signaling', 'positive_regulation_of_DNA-binding_trans...', 'positive_regulation_of_TORC1_signaling', 'cellular_response_to_dexamethasone_stimu...', 'circadian_regulation_of_gene_expression', 'proteasome-mediated_ubiquitin-dependent_...', 'G_protein-coupled_receptor_signaling_pat...', 'positive_regulation_of_nitric_oxide_bios...', 'cellular_response_to_epidermal_growth_fa...', 'positive_regulation_of_NIK/NF-kappaB_sig...', 'cytokine-mediated_signaling_pathway', 'regulation_of_apoptotic_process', 'mitochondrion_organization', 'behavioral_fear_response', 'positive_regulation_of_cytosolic_calcium...', 'maternal_placenta_development', 'glycogen_biosynthetic_process', 'apoptotic_mitochondrial_changes', 'carbohydrate_transport', 'negative_regulation_of_plasma_membrane_l...', 'fibroblast_migration', 'evasion_or_tolerance_of_host_defenses_by...', 'peripheral_nervous_system_myelin_mainten...', 'interleukin-18-mediated_signaling_pathwa...', 'positive_regulation_of_fat_cell_differen...', 'positive_regulation_of_glycogen_biosynth...', 'positive_regulation_of_cyclin-dependent_...', 'negative_regulation_of_Notch_signaling_p...', 'response_to_growth_hormone', 'response_to_UV-A', 'response_to_growth_factor', 'maintenance_of_protein_location_in_mitoc...', 'cellular_response_to_granulocyte_macroph...', 'cellular_response_to_oxidised_low-densit...', 'positive_regulation_of_I-kappaB_phosphor...', 'response_to_insulin-like_growth_factor_s...', 'negative_regulation_of_extrinsic_apoptot...', 'skeletal_muscle_atrophy', 'response_to_electrical_stimulus_involved...', 'response_to_testosterone', 'response_to_glucagon', 'response_to_leucine', 'long-chain_fatty_acid_import', 'positive_regulation_of_skeletal_muscle_t...', 'positive_regulation_of_activin_receptor_...', 'regulation_of_DNA_binding', 'negative_regulation_of_viral_life_cycle', 'regulation_of_glycogen_catabolic_process', 'regulation_of_translational_initiation_b...', 'regulation_of_actin_filament_length', 'negative_regulation_of_translational_ini...', 'regulation_of_translation_in_response_to...', 'PERK-mediated_unfolded_protein_response', 'regulation_of_translational_initiation_i...', 'response_to_manganese-induced_endoplasmi...', 'positive_regulation_of_type_B_pancreatic...', 'regulation_of_nucleocytoplasmic_transpor...', 'enzyme_linked_receptor_protein_signaling...', 'tyrosine_phosphorylation_of_STAT_protein', 'negative_regulation_of_cardiac_muscle_ce...', 'response_to_amine', 'mineralocorticoid_receptor_signaling_pat...', 'positive_regulation_of_natural_killer_ce...', 'response_to_hydroperoxide', 'host_programmed_cell_death_induced_by_sy...', 'post-embryonic_hemopoiesis', 'collagen-activated_signaling_pathway', 'positive_regulation_of_MHC_class_II_bios...', 'positive_regulation_of_NK_T_cell_prolife...', 'interferon-gamma-mediated_signaling_path...', 'positive_regulation_of_SMAD_protein_sign...', 'positive_regulation_of_growth_hormone_re...', 'mammary_gland_epithelium_development', 'positive_regulation_of_leukocyte_prolife...', 'response_to_interleukin-12', 'interleukin-35-mediated_signaling_pathwa...', 'activation_of_cysteine-type_endopeptidas...', 'positive_regulation_of_platelet_aggregat...', 'positive_regulation_of_growth_factor_dep...', 'positive_regulation_of_epithelial_cell_a...', 'regulation_of_postsynapse_to_nucleus_sig...', 'positive_regulation_of_T-helper_17_type_...', 'glycoprotein_catabolic_process', 'regulation_of_ion_transport', 'sister_chromatid_cohesion', 'intracellular_estrogen_receptor_signalin...', 'positive_regulation_of_exit_from_mitosis', 'negative_regulation_of_mammary_gland_epi...', 'mammary_gland_branching_involved_in_thel...', 'regulation_of_branching_involved_in_mamm...', 'regulation_of_cardiolipin_metabolic_proc...', 'positive_regulation_of_cell_cycle_G1/S_p...', 'regulation_of_cytochrome-c_oxidase_activ...', 'sensory_perception_of_taste', 'sensory_perception_of_bitter_taste', 'sensory_perception_of_sweet_taste', 'sensory_perception_of_umami_taste', 'negative_regulation_of_transcription_by_...', 'positive_regulation_of_complement_activa...', 'negative_regulation_of_androgen_receptor...', 'negative_regulation_of_glucocorticoid_re...', 'cerebral_cortex_tangential_migration', 'anterior_commissure_morphogenesis', 'synapse_assembly_involved_in_innervation', 'female_meiotic_nuclear_division', 'meiotic_spindle_elongation', 'mitotic_sister_chromatid_separation', 'meiotic_sister_chromatid_cohesion,_centr...', 'regulation_of_meiotic_cell_cycle_process...', 'positive_regulation_by_virus_of_viral_pr...', 'regulation_of_cell_growth_by_extracellul...', 'response_to_prostaglandin_E', 'response_to_steroid_hormone', 'male_mating_behavior', 'cellular_response_to_morphine', 'cellular_response_to_peptide', 'protein_localization_to_actin_cytoskelet...', 'positive_regulation_of_protein_localizat...', 'response_to_L-phenylalanine_derivative', 'protein_localization_to_cell_periphery', 'regulation_of_behavior', 'regulation_of_dense_core_granule_exocyto...', 'dense_core_granule_maturation', 'regulation_of_protein_catabolic_process_...', 'osteoblast_differentiation', 'protein_kinase_B_signaling', 'response_to_lipopolysaccharide', 'chromatin_remodeling', 'calcium-mediated_signaling', 'RNA_splicing']",[],False
spectral,42,16,0,0,"['amyloid-beta binding', 'GTPase activity', 'GTP binding']","['vesicle-mediated_transport', 'nervous_system_development', 'negative_regulation_of_protein_localizat...', 'regulation_of_cilium_assembly', 'in_utero_embryonic_development']",[],False
spectral,23,23,0,0,"['GABA-A receptor activity', 'GABA-gated chloride ion channel activity', 'inhibitory extracellular ligand-gated monoatomic ion channel activity', 'benzodiazepine receptor activity', 'chloride channel activity', 'transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential', 'neurotransmitter receptor activity', 'zinc ion binding', 'enzyme binding', 'diacylglycerol-dependent serine/threonine kinase activity', 'calcium,diacylglycerol-dependent serine/threonine kinase activity', 'ligand-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential', 'ABC-type xenobiotic transporter activity', 'ABC-type glutathione S-conjugate transporter activity', 'ATPase-coupled transmembrane transporter activity', 'xenobiotic transmembrane transporter activity', 'A2A adenosine receptor binding', 'nuclear receptor binding', 'histone methyltransferase binding', 'myosin heavy chain binding', 'methyltransferase activity', 'O-methyltransferase activity', 'catechol O-methyltransferase activity', 'L-dopa O-methyltransferase activity', 'orcinol O-methyltransferase activity', 'pyruvate secondary active transmembrane transporter activity', 'symporter activity', 'pyruvate transmembrane transporter activity', 'cyclin-dependent protein serine/threonine kinase activator activity']","['nervous_system_process', 'regulation_of_postsynaptic_membrane_pote...', 'gamma-aminobutyric_acid_signaling_pathwa...', 'regulation_of_actin_cytoskeleton_organiz...', 'inhibitory_synapse_assembly', 'chloride_transmembrane_transport', 'cell_fate_specification', 'synaptic_transmission,_GABAergic', 'positive_chemotaxis', 'layer_formation_in_cerebral_cortex', 'positive_regulation_of_microtubule_polym...', 'cellular_response_to_histamine', 'intracellular_signal_transduction', 'regulation_of_actin_filament_polymerizat...', 'apoptotic_signaling_pathway', 'cell_migration', 'ephrin_receptor_signaling_pathway', 'positive_regulation_of_neuron_apoptotic_...', 'lamellipodium_assembly', 'focal_adhesion_assembly', 'actin_filament_organization', 'neuron_migration', 'response_to_toxic_substance', 'neurotransmitter_receptor_transport,_end...', 'doxorubicin_transport', 'drug_transmembrane_export', 'platelet_formation', 'platelet_morphogenesis', 'regulation_of_GTP_binding', 'regulation_of_translational_elongation', 'regulation_of_intracellular_calcium_acti...', 'chemosensory_behavior', 'regulation_of_response_to_food', 'positive_regulation_of_mismatch_repair', 'response_to_psychosocial_stress', 'embryonic_axis_specification', 'endodermal_cell_fate_commitment', 'neural_plate_development', 'regulation_of_secondary_heart_field_card...', 'metanephros_morphogenesis', 'negative_regulation_of_mesenchymal_to_ep...', 'glial_cell_fate_determination', 'anterior/posterior_axis_specification', 'proximal/distal_pattern_formation', 'positive_regulation_of_heparan_sulfate_p...', 'hypothalamus_development', 'central_nervous_system_vasculogenesis', 'male_genitalia_development', 'hindbrain_development', 'regulation_of_centriole-centriole_cohesi...', 'hair_follicle_morphogenesis', 'negative_regulation_of_chondrocyte_diffe...', 'positive_regulation_of_transcription_elo...', 'genitalia_morphogenesis', 'embryonic_hindlimb_morphogenesis', 'hair_cell_differentiation', 'embryonic_skeletal_limb_joint_morphogene...', 'regulation_of_T_cell_proliferation', 'embryonic_digit_morphogenesis', 'canonical_Wnt_signaling_pathway_involved...', 'canonical_Wnt_signaling_pathway_involved...', 'positive_regulation_of_endothelial_cell_...', 'negative_regulation_of_mitotic_cell_cycl...', 'regulation_of_fibroblast_proliferation', 'cell_maturation', 'oocyte_development', 'embryonic_foregut_morphogenesis', 'regulation_of_smooth_muscle_cell_prolife...', 'smooth_muscle_cell_differentiation', 'regulation_of_timing_of_anagen', 'oviduct_development', 'lung-associated_mesenchyme_development', 'lung_induction', 'epithelial_cell_differentiation_involved...', 'epithelial_cell_proliferation_involved_i...', 'positive_regulation_of_epithelial_cell_p...', 'hair_follicle_placode_formation', 'establishment_of_blood-brain_barrier', 'mesenchymal_cell_proliferation_involved_...', 'positive_regulation_of_branching_involve...', 'fungiform_papilla_formation', 'canonical_Wnt_signaling_pathway_involved...', 'cranial_ganglion_development', 'regulation_of_centromeric_sister_chromat...', 'renal_vesicle_formation', 'renal_inner_medulla_development', 'renal_outer_medulla_development', 'nephron_tubule_formation', 'regulation_of_nephron_tubule_epithelial_...', 'mesenchymal_stem_cell_differentiation', 'acinar_cell_differentiation', 'negative_regulation_of_oxidative_stress-...', 'midbrain_dopaminergic_neuron_differentia...', 'canonical_Wnt_signaling_pathway_involved...', 'dorsal_root_ganglion_development', 'establishment_of_blood-retinal_barrier', 'positive_regulation_of_determination_of_...', 'positive_regulation_of_myoblast_prolifer...', 'establishment_of_T_cell_polarity', 'cochlear_nucleus_development', 'astrocyte_cell_migration', 'mammary_gland_duct_morphogenesis', 'regulation_of_hydrogen_peroxide_metaboli...', 'negative_regulation_of_fibroblast_migrat...', 'negative_regulation_of_interleukin-23_pr...', 'positive_regulation_of_Rho_protein_signa...', 'localization_within_membrane', 'regulation_of_respiratory_burst', 'epithelial_cell_migration', 'leukocyte_chemotaxis', 'negative_regulation_of_vesicle_fusion', 'uropod_organization', 'negative_regulation_of_actin_nucleation', 'early_endosome_to_recycling_endosome_tra...', 'ovulation_cycle', 'desmosome_assembly', 'positive_regulation_of_lipopolysaccharid...', 'positive_regulation_of_macrophage_differ...', 'positive_regulation_of_adenylate_cyclase...', 'positive_regulation_of_dense_core_granul...', 'cellular_response_to_phosphate_starvatio...', 'methylation', 'developmental_process', 'neurotransmitter_catabolic_process', 'catecholamine_catabolic_process', 'lactate_transmembrane_transport', 'embryo_development_ending_in_birth_or_eg...', 'superior_olivary_nucleus_maturation', 'positive_regulation_of_endothelial_cell_...', 'negative_regulation_of_canonical_Wnt_sig...', 'rhythmic_process', 'small_GTPase_mediated_signal_transductio...', 'regulation_of_GTPase_activity', 'positive_regulation_of_apoptotic_process', 'synapse_organization', 'activation_of_GTPase_activity', 'peptidyl-serine_phosphorylation', 'peptidyl-threonine_phosphorylation', 'regulation_of_dendritic_spine_morphogene...', 'MAPK_cascade']","['autistic_disorder', 'autism_spectrum_disorder', 'hypertension', 'bipolar_disorder']",False
