alg,clNo,clustsize,no.Trubetskoy,Molecular Function,Biological Function,Diseases,False Trub Enrichment
sgG5,1,29,0,[],"['synaptic_membrane_adhesion', 'transmembrane_receptor_protein_tyrosine_...', 'trans-synaptic_signaling_by_trans-synapt...', 'regulation_of_presynapse_assembly', 'protein_dephosphorylation', 'regulation_of_postsynaptic_density_assem...', 'positive_regulation_of_synapse_assembly', 'synapse_organization', 'lactate_metabolic_process', 'pyruvate_metabolic_process', 'presynaptic_membrane_assembly', 'transmembrane_receptor_protein_tyrosine_...', 'protein_tyrosine_phosphatase_activity', 'NAD(P)+_nucleosidase_activity', 'NAD+_nucleotidase,_cyclic_ADP-ribose_gen...', 'L-lactate_dehydrogenase_activity']",['frontotemporal_dementia'],False
sgG5,10,36,0,[],"['cytoplasmic_translation', 'translation', 'Wnt_signaling_pathway,_planar_cell_polar...', 'canonical_Wnt_signaling_pathway', 'positive_regulation_of_canonical_Wnt_sig...', 'non-canonical_Wnt_signaling_pathway', 'planar_cell_polarity_pathway_involved_in...', 'endocytosis', 'positive_regulation_of_neuron_projection...', 'ribosomal_small_subunit_biogenesis', 'convergent_extension_involved_in_neural_...', 'positive_regulation_of_Wnt-mediated_midb...', 'positive_regulation_of_non-canonical_Wnt...', 'positive_regulation_of_protein_phosphory...', 'positive_regulation_of_proteasomal_ubiqu...', 'heart_looping', 'positive_regulation_of_JUN_kinase_activi...', 'positive_regulation_of_signal_transducti...', 'peptidyl-serine_phosphorylation', 'negative_regulation_of_protein_binding', 'cochlea_morphogenesis', 'structural_constituent_of_ribosome', 'frizzled_binding', 'MDM2/MDM4_family_protein_binding', 'RNA_binding', 'ubiquitin_ligase_inhibitor_activity', 'protein_serine/threonine_kinase_activity', 'kinase_activity']",[],False
sgG5,113,15,0,[],"['5-phosphoribose_1-diphosphate_biosynthet...', 'purine_nucleotide_biosynthetic_process', 'nucleobase-containing_compound_metabolic...', 'ribonucleoside_monophosphate_biosyntheti...', 'ribose_phosphate_diphosphokinase_activit...', 'magnesium_ion_binding', 'calmodulin_binding', 'enzyme_inhibitor_activity', 'voltage-gated_potassium_channel_activity', 'asparagine_synthase_(glutamine-hydrolyzi...', 'transporter_activity', 'L-ascorbate:sodium_symporter_activity', 'L-ascorbic_acid_transmembrane_transporte...']",[],False
sgG5,103,49,0,[],"['mRNA_splicing,_via_spliceosome', 'RNA_splicing', 'translational_initiation', 'RNA_splicing,_via_transesterification_re...', 'mRNA_processing', 'positive_regulation_of_viral_genome_repl...', 'negative_regulation_of_mRNA_splicing,_vi...', 'formation_of_cytoplasmic_translation_ini...', 'phosphate_ion_homeostasis', 'regulation_of_mRNA_processing', 'viral_translational_termination-reinitia...', 'cytoplasmic_translation', 'RNA_binding', 'mRNA_binding', 'eukaryotic_initiation_factor_4E_binding', 'translation_initiation_factor_binding', 'translation_initiation_factor_activity']",[],False
sgG5,114,8,0,[],"['cargo_loading_into_COPII-coated_vesicle', 'ER_to_Golgi_vesicle-mediated_transport', 'cargo_loading_into_vesicle', 'intracellular_protein_transport']",[],False
sgG5,16,43,0,[],"['autophagy_of_mitochondrion', 'cellular_response_to_nitrogen_starvation', 'autophagy', 'macroautophagy', 'autophagosome_assembly', 'protein_localization_to_M-band', 'dendritic_cell_proliferation', 'positive_regulation_of_cation_channel_ac...', 'aggrephagy', 'protein_localization_to_endoplasmic_reti...', 'activation_of_GTPase_activity', 'positive_regulation_of_xenophagy', 'selective_autophagy', 'regulation_of_tumor_necrosis_factor-medi...']",[],False
sgG5,35,28,0,[],"['bundle_of_His_cell-Purkinje_myocyte_adhe...', 'regulation_of_ventricular_cardiac_muscle...', 'regulation_of_heart_rate_by_cardiac_cond...', 'cell-cell_adhesion', 'desmosome_organization', 'desmosome_assembly', 'cerebral_cortex_radially_oriented_cell_m...', 'cell_adhesive_protein_binding_involved_i...']",[],False
sgG5,40,51,0,[],"['actin_cytoskeleton_organization', 'Rho_protein_signal_transduction', 'regulation_of_actin_cytoskeleton_organiz...', 'positive_regulation_of_stress_fiber_asse...', 'cell_junction_assembly', 'regulation_of_small_GTPase_mediated_sign...', 'small_GTPase_mediated_signal_transductio...', 'establishment_of_epithelial_cell_apical/...', 'intracellular_signal_transduction', 'protein_phosphorylation', 'regulation_of_MAPK_cascade', 'establishment_or_maintenance_of_cell_pol...', 'regulation_of_stress_fiber_assembly', 'regulation_of_respiratory_burst', 'actin_filament_organization', 'lamellipodium_assembly', 'stimulatory_C-type_lectin_receptor_signa...', 'positive_regulation_of_substrate_adhesio...', 'localization', 'bleb_assembly', 'regulation_of_neutrophil_migration', 'regulation_of_hydrogen_peroxide_metaboli...', 'Fc-gamma_receptor_signaling_pathway_invo...', 'Wnt_signaling_pathway,_planar_cell_polar...', 'regulation_of_axonogenesis', 'hepatocyte_growth_factor_receptor_signal...', 'regulation_of_nitric_oxide_biosynthetic_...', 'respiratory_burst', 'positive_regulation_of_lamellipodium_ass...', 'Cdc42_protein_signal_transduction', 'neuron_projection_arborization', 'cardiac_muscle_hypertrophy', 'cortical_cytoskeleton_organization', 'regulation_of_cell_migration', 'signal_transduction', 'actin_filament_polymerization', 'substrate-dependent_cell_migration,_cell...', 'positive_regulation_of_pseudopodium_asse...', 'regulation_of_postsynapse_organization', 'positive_regulation_of_cell_migration', 'negative_regulation_of_motor_neuron_apop...', 'positive_regulation_of_neutrophil_chemot...', 'smooth_muscle_contraction', 'cell_projection_assembly', 'regulation_of_lamellipodium_assembly', 'cellular_response_to_organic_cyclic_comp...', 'motor_neuron_apoptotic_process', 'positive_regulation_of_Rho_protein_signa...', 'regulation_of_synaptic_vesicle_endocytos...', 'stress_fiber_assembly', 'positive_regulation_of_focal_adhesion_as...', 'ephrin_receptor_signaling_pathway', 'filopodium_assembly', 'phosphorylation', 'integrin-mediated_signaling_pathway', 'regulation_of_Rho_protein_signal_transdu...', 'regulation_of_actin_filament_polymerizat...', 'regulation_of_cell_shape', 'angiotensin-mediated_vasoconstriction_in...', 'alpha-beta_T_cell_lineage_commitment', 'trabecula_morphogenesis', 'mitotic_cleavage_furrow_formation', 'positive_regulation_of_vascular_smooth_m...', 'lamellipodium_organization', 'negative_regulation_of_endocytic_recycli...', 'regulation_of_interleukin-10_production', 'regulation_of_interleukin-12_production', 'ATP_export', 'cardiac_neural_crest_cell_migration_invo...', 'tonic_smooth_muscle_contraction', 'ITP_catabolic_process', 'nucleoside_triphosphate_catabolic_proces...', 'deoxyribonucleoside_triphosphate_catabol...', 'negative_regulation_of_interleukin-23_pr...', 'negative_regulation_of_membrane_protein_...', 'pigment_granule_transport', 'positive_regulation_of_1-phosphatidylino...', 'myosin_filament_assembly', 'regulation_of_ERK5_cascade', 'CAAX-box_protein_maturation', 'optic_nerve_structural_organization', 'constitutive_protein_ectodomain_proteoly...', 'regulation_of_vasculature_development', 'regulation_of_mast_cell_chemotaxis', 'tetrahydrobiopterin_metabolic_process', 'negative_regulation_of_chloride_transpor...', 'GTPase_activator_activity', 'protein_kinase_binding', 'small_GTPase_binding', 'GTPase_activity', 'thioesterase_binding', 'GTP_binding', 'guanyl-nucleotide_exchange_factor_activi...', 'protein_serine/threonine_kinase_activity', 'phospholipid_binding', 'protein_kinase_activity']","['epilepsy_syndrome', 'hypertension']",False
sgG5,79,8,0,[],"['cell_volume_homeostasis', 'renal_sodium_ion_absorption', 'cellular_hypotonic_response', 'cellular_chloride_ion_homeostasis', 'negative_regulation_of_potassium_ion_tra...', 'cellular_response_to_chemokine', 'negative_regulation_of_potassium_ion_tra...', 'chemokine_(C-X-C_motif)_ligand_12_signal...', 'macrophage_activation', 'negative_regulation_of_pancreatic_juice_...', 'positive_regulation_of_T_cell_chemotaxis', 'sodium_ion_transmembrane_transport', 'cellular_response_to_potassium_ion', 'chloride_ion_homeostasis', 'cellular_hyperosmotic_response', 'response_to_dietary_excess', 'potassium_ion_homeostasis', 'intracellular_signal_transduction', 'signal_transduction', 'protein_phosphorylation', 'protein_autophosphorylation', 'potassium_ion_import_across_plasma_membr...', 'regulation_of_blood_pressure', 'ion_transport', 'chloride_transmembrane_transport', 'cellular_hypotonic_salinity_response', 'positive_regulation_of_cell_volume', 'transepithelial_ammonium_transport', 'inorganic_cation_import_across_plasma_me...', 'aldosterone_secretion', 'distal_tubule_morphogenesis', 'negative_regulation_of_creatine_transmem...', 'peptidyl-threonine_phosphorylation', 'response_to_oxidative_stress', 'potassium_ion_transmembrane_transport', 'regulation_of_potassium_ion_export_acros...', 'chemokine_(C-C_motif)_ligand_21_signalin...', 'transepithelial_chloride_transport', 'sodium_ion_homeostasis', 'positive_regulation_of_aspartate_secreti...', 'regulation_of_matrix_metallopeptidase_se...', 'osmosensory_signaling_pathway', 'positive_regulation_of_ion_transmembrane...', 'negative_regulation_of_sodium_ion_transp...', 'response_to_aldosterone', 'ribosomal_protein_import_into_nucleus', 'intrinsic_apoptotic_signaling_pathway_in...', 'T_cell_chemotaxis', 'ammonium_transmembrane_transport', 'renal_sodium_ion_transport', 'ion_homeostasis', 'Golgi_reassembly', 'regulation_of_spontaneous_synaptic_trans...', 'hyperosmotic_response', 'negative_regulation_of_cyclin-dependent_...', 'maintenance_of_lens_transparency', 'inflammatory_response', 'ammonium_transmembrane_transporter_activ...', 'protein_serine/threonine_kinase_activity', 'sodium:potassium:chloride_symporter_acti...', 'cation:chloride_symporter_activity', 'metal_ion_transmembrane_transporter_acti...']",['hypertension'],False
sgG5,8,17,0,[],"['translational_initiation', 'regulation_of_translational_initiation', 'macromolecule_biosynthetic_process', 'nuclear-transcribed_mRNA_catabolic_proce...', 'translational_termination', 'CRD-mediated_mRNA_stabilization', 'mRNA_stabilization', 'positive_regulation_of_cytoplasmic_trans...', 'translation_initiation_factor_activity', 'translation_factor_activity,_RNA_binding', 'RNA_binding', 'translation_release_factor_activity', 'translation_activator_activity', 'RNA_cap_binding', 'mRNA_binding', 'NAD_binding', 'glycerol-3-phosphate_dehydrogenase_(quin...', 'glycerol_kinase_activity', '5-oxoprolinase_(ATP-hydrolyzing)_activit...', 'eukaryotic_initiation_factor_4G_binding', 'aldehyde_oxidase_activity']",[],False
sgG5,28,123,0,[],"['centriole_replication', 'cilium_assembly', 'non-motile_cilium_assembly', 'intraciliary_transport_involved_in_ciliu...', 'negative_regulation_of_cilium_assembly', 'regulation_of_centriole_replication', 'positive_regulation_of_establishment_of_...', 'positive_regulation_of_mRNA_catabolic_pr...', 'positive_regulation_of_intracellular_pro...', 'positive_regulation_of_nuclear-transcrib...', 'microtubule_anchoring_at_centrosome', 'gene_silencing_by_miRNA', 'cell_projection_organization', 'regulation_of_organelle_organization', 'regulation_of_microtubule_polymerization', 'microtubule_cytoskeleton_organization', 'centriole-centriole_cohesion', 'protein_localization_to_centrosome', 'regulation_of_establishment_of_protein_l...', 'positive_regulation_of_centriole_elongat...', 'regulation_of_cholesterol_biosynthetic_p...', 'microtubule_minus-end_binding', 'thromboxane_A2_receptor_binding']",[],False
sgG5,39,15,0,[],"['Rap_protein_signal_transduction', 'positive_regulation_of_GTPase_activity', 'Ras_protein_signal_transduction', 'establishment_of_endothelial_barrier', 'cellular_response_to_cAMP', 'negative_regulation_of_synaptic_vesicle_...', 'microvillus_assembly', 'regulation_of_cell_junction_assembly', 'adaptive_immune_response', 'regulation_of_establishment_of_cell_pola...', 'regulation_of_angiogenesis', 'calcium_ion_regulated_exocytosis', 'guanyl-nucleotide_exchange_factor_activi...', 'GDP_binding', 'GTP-dependent_protein_binding', 'cAMP_binding', 'small_GTPase_binding', 'GTPase_activity', 'delta14-sterol_reductase_activity']",[],False
sgG5,65,50,0,[],"['calcium_ion_import_across_plasma_membran...', 'regulation_of_ion_transmembrane_transpor...', 'regulation_of_cardiac_muscle_cell_action...', 'regulation_of_cell_communication_by_elec...', 'sodium_ion_transmembrane_transport', 'positive_regulation_of_protein_autophosp...', 'negative_regulation_of_high_voltage-gate...', 'regulation_of_skeletal_muscle_adaptation', 'regulation_of_release_of_sequestered_cal...', 'regulation_of_cardiac_muscle_contraction...', 'regulation_of_postsynaptic_neurotransmit...', 'negative_regulation_of_calcium_ion_expor...', 'positive_regulation_of_cyclic-nucleotide...', 'detection_of_temperature_stimulus_involv...', 'positive_regulation_of_protein_serine/th...', 'positive_regulation_of_protein_dephospho...', 'sodium_ion_transport', 'regulation_of_calcium-mediated_signaling', 'regulation_of_neuronal_synaptic_plastici...', 'cardiac_muscle_cell_contraction', 'response_to_amyloid-beta', 'positive_regulation_of_ryanodine-sensiti...', 'regulation_of_atrial_cardiac_muscle_cell...', 'limb_morphogenesis', 'regulation_of_heart_rate_by_cardiac_cond...', 'positive_regulation_of_cardiac_muscle_ce...', 'negative_regulation_of_ryanodine-sensiti...', 'cellular_response_to_electrical_stimulus', 'positive_regulation_of_phosphoprotein_ph...', 'regulation_of_neuron_migration', 'membrane_depolarization', 'detection_of_calcium_ion', 'peptidyl-serine_phosphorylation', 'regulation_of_sodium_ion_transmembrane_t...', 'cellular_response_to_interferon-beta', 'membrane_depolarization_during_cardiac_m...', 'positive_regulation_of_neuron_projection...', 'regulation_of_cardiac_muscle_contraction', 'regulation_of_calcium_ion_transport', 'response_to_calcium_ion', 'regulation_of_ryanodine-sensitive_calciu...', 'positive_regulation_of_cardiac_muscle_hy...', 'negative_regulation_of_peptidyl-threonin...', 'positive_regulation_of_JAK-STAT_cascade', 'cellular_response_to_interferon-gamma', 'chemical_synaptic_transmission', 'regulation_of_neurotransmitter_secretion', 'cardiac_muscle_cell_action_potential_inv...', 'response_to_stimulus', 'regulation_of_heart_rate', 'positive_regulation_of_peptidyl-threonin...', 'regulation_of_AMPA_receptor_activity', 'protein_autophosphorylation', 'vesicle_transport_along_actin_filament', 'positive_regulation_of_mitochondrial_mem...', 'positive_regulation_of_action_potential', 'regulation_of_the_force_of_heart_contrac...', 'membrane_raft_localization', 'peptidyl-threonine_autophosphorylation', 'positive_regulation_of_cell_migration_by...', 'positive_regulation_of_cellular_response...', 'regulation_of_cellular_localization', 'regulation_of_relaxation_of_cardiac_musc...', 'epiboly_involved_in_gastrulation_with_mo...', 'embryonic_heart_tube_left/right_pattern_...', 'left/right_pattern_formation', 'valyl-tRNA_aminoacylation', 'cysteine_metabolic_process', 'positive_regulation_of_glutamate-cystein...', 'response_to_human_chorionic_gonadotropin', 'cellular_response_to_thyroxine_stimulus', 'histamine_metabolic_process', 'histamine_catabolic_process', 'maintenance_of_protein_location', 'positive_regulation_of_mini_excitatory_p...', 'membrane_repolarization_during_atrial_ca...', 'eye_blink_reflex', 'positive_regulation_of_protein_localizat...', 'cellular_response_to_gonadotropin_stimul...', 'corticospinal_neuron_axon_guidance', 'positive_regulation_of_voltage-gated_sod...', 'regulation_of_skeletal_muscle_contractio...', 'intrinsic_apoptotic_signaling_pathway_in...', 'endonucleolytic_cleavage_to_generate_mat...', 'hormone_secretion', 'calmodulin_binding', 'calmodulin-dependent_protein_kinase_acti...', 'high_voltage-gated_calcium_channel_activ...', 'voltage-gated_sodium_channel_activity', 'titin_binding', 'voltage-gated_calcium_channel_activity', 'calcium-dependent_protein_binding', 'calcium-dependent_protein_serine/threoni...', 'small_conductance_calcium-activated_pota...', 'ion_channel_binding', 'adenylate_cyclase_activator_activity', 'voltage-gated_sodium_channel_activity_in...', 'calcium_ion_binding', 'calcium-activated_potassium_channel_acti...', 'sodium_channel_inhibitor_activity', 'inward_rectifier_potassium_channel_activ...', 'protein_phosphatase_activator_activity', 'nuclear_localization_sequence_binding', 'sodium_channel_regulator_activity', 'enzyme_regulator_activity', 'sodium:proton_antiporter_activity_involv...', 'valine-tRNA_ligase_activity', 'glutamate-cysteine_ligase_activity', 'glutamate-cysteine_ligase_catalytic_subu...', 'histamine_N-methyltransferase_activity', 'voltage-gated_sodium_channel_activity_in...', 'transforming_growth_factor_beta-activate...']",['epilepsy_syndrome'],False
sgG5,18,45,0,[],"['actin_filament_severing', 'actin_filament_depolymerization', 'actin_filament_fragmentation', 'actin_polymerization_or_depolymerization', 'negative_regulation_of_actin_filament_po...', 'actin_filament_organization', 'regulation_of_actin_filament_polymerizat...', 'mRNA_splicing,_via_spliceosome', 'cell_morphogenesis', 'activation_of_adenylate_cyclase_activity', 'mRNA_cis_splicing,_via_spliceosome', 'actin_cytoskeleton_organization', 'morphogenesis_of_a_polarized_epithelium', 'actin_filament_polymerization', 'establishment_or_maintenance_of_cell_pol...', 'negative_regulation_of_stem_cell_differe...', 'modification_of_postsynaptic_actin_cytos...', 'positive_regulation_of_actin_filament_de...', 'RNA_splicing', 'positive_regulation_of_transcription_elo...', 'U2-type_prespliceosome_assembly', 'regulation_of_cell_cycle', 'positive_regulation_of_actin_filament_bu...', 'actin_binding', 'actin_filament_binding', 'phosphatidylinositol-4,5-bisphosphate_bi...', 'RNA_polymerase_II_CTD_heptapeptide_repea...', 'structural_constituent_of_postsynaptic_a...', 'hydrolase_activity', 'cyclin-dependent_protein_serine/threonin...', 'protein_tyrosine/serine/threonine_phosph...', 'cyclin_binding', 'adenylate_cyclase_binding']",[],False
sgG5,43,34,0,[],"['interleukin-9-mediated_signaling_pathway', 'JAK-STAT_cascade', 'interleukin-2-mediated_signaling_pathway', 'interleukin-4-mediated_signaling_pathway', 'interleukin-15-mediated_signaling_pathwa...', 'JAK-STAT_cascade_involved_in_growth_horm...', 'cytokine-mediated_signaling_pathway', 'actin_filament_capping', 'tyrosine_phosphorylation_of_STAT_protein', 'interferon-gamma-mediated_signaling_path...', 'negative_regulation_of_myeloid_cell_diff...', 'type_I_interferon_signaling_pathway', 'growth_hormone_receptor_binding', 'CCR5_chemokine_receptor_binding', 'non-membrane_spanning_protein_tyrosine_k...', 'profilin_binding']",['epilepsy_syndrome'],False
sgG5,56,36,0,[],"['mRNA_splicing,_via_spliceosome', 'spliceosomal_tri-snRNP_complex_assembly', 'U5_snRNA_binding', 'U2_snRNA_binding']",[],False
sgG5,102,99,0,[],"['G_protein-coupled_receptor_signaling_pat...', 'protein_folding', 'regulation_of_G_protein-coupled_receptor...', 'protein_stabilization', 'telomerase_holoenzyme_complex_assembly', 'regulation_of_protein_ubiquitination', 'negative_regulation_of_inclusion_body_as...', 'protein_refolding', 'chaperone-mediated_autophagy', 'synaptic_vesicle_coating', 'chaperone-mediated_protein_complex_assem...', 'cellular_response_to_unfolded_protein', 'cellular_response_to_heat', 'adenylate_cyclase-activating_dopamine_re...', 'telomere_maintenance_via_telomerase', 'Golgi_to_vacuole_transport', 'light_adaption', 'anterograde_synaptic_vesicle_transport', 'synaptic_vesicle_recycling', 'regulation_of_cellular_response_to_heat', 'platelet_dense_granule_organization', 'positive_regulation_of_aggrephagy', 'positive_regulation_of_protein_kinase_C_...', 'chaperone-mediated_protein_folding', 'response_to_unfolded_protein', 'positive_regulation_of_tau-protein_kinas...', 'dopamine_catabolic_process', 'cellular_response_to_catecholamine_stimu...', 'neurotransmitter_catabolic_process', 'positive_regulation_of_telomerase_activi...', 'intracellular_transport', 'chaperone_binding', 'Hsp90_protein_binding', 'heat_shock_protein_binding', 'ATPase_activator_activity', 'unfolded_protein_binding', 'G-protein_beta-subunit_binding', 'DNA_polymerase_binding', 'Hsp70_protein_binding', 'receptor_signaling_complex_scaffold_acti...', 'tau_protein_binding', 'TPR_domain_binding', 'GTPase_activity', 'ATP_binding', 'adenyl-nucleotide_exchange_factor_activi...', 'G_protein-coupled_receptor_binding', 'primary_amine_oxidase_activity', 'GTPase_binding', 'nitric-oxide_synthase_regulator_activity', 'cuprous_ion_binding', 'disordered_domain_specific_binding']","[""Parkinson's_disease"", 'frontotemporal_dementia']",False
sgG5,111,36,0,[],"['negative_regulation_of_cAMP-dependent_pr...', 'regulation_of_heart_rate', 'cellular_response_to_glucagon_stimulus', 'peptidyl-lysine_hydroxylation', 'regulation_of_protein_processing', 'negative_regulation_of_smoothened_signal...', 'regulation_of_signaling_receptor_activit...', 'mating_behavior', 'adenylate_cyclase-activating_G_protein-c...', 'mesoderm_formation', 'high-density_lipoprotein_particle_assemb...', 'positive_regulation_of_potassium_ion_tra...', 'collagen_metabolic_process', 'phagosome-lysosome_fusion', 'regulation_of_protein_kinase_A_signaling', 'cellular_response_to_epinephrine_stimulu...', 'regulation_of_cardiac_muscle_contraction', 'positive_regulation_of_long-term_synapti...', 'protein_kinase_A_signaling', 'renal_water_homeostasis', 'regulation_of_ryanodine-sensitive_calciu...', 'cell_communication_by_electrical_couplin...', 'dopamine_receptor_signaling_pathway', 'cardiac_muscle_cell_action_potential_inv...', 'collagen_fibril_organization', 'regulation_of_cardiac_muscle_contraction...', 'positive_regulation_of_protein_export_fr...', 'calcium-mediated_signaling_using_intrace...', 'regulation_of_cytosolic_calcium_ion_conc...', 'intracellular_transport', 'neuronal_action_potential', 'lysosome_localization', 'presynaptic_modulation_of_chemical_synap...', 'cytoplasm_organization', 'left_ventricular_cardiac_muscle_tissue_m...', 'establishment_of_protein_localization_to...', 'Purkinje_myocyte_to_ventricular_cardiac_...', 'type_B_pancreatic_cell_apoptotic_process', 'positive_regulation_of_fear_response', 'neuron_projection_organization', 'negative_regulation_of_dopaminergic_neur...', 'ether_lipid_metabolic_process', 'negative_regulation_of_protein_localizat...', 'negative_regulation_of_multicellular_org...', 'regulation_of_nuclear_cell_cycle_DNA_rep...', 'negative_regulation_of_DNA_biosynthetic_...', 'platelet_alpha_granule_organization', 'nonassociative_learning', 'response_to_antipsychotic_drug', 'adenylate_cyclase-activating_adrenergic_...', 'globus_pallidus_development', 'response_to_nerve_growth_factor', 'conditioned_taste_aversion', 'operant_conditioning', 'sensitization', 'positive_regulation_of_endosome_to_plasm...', 'asparagine_catabolic_process_via_L-aspar...', 'behavioral_fear_response', 'protein_kinase_A_catalytic_subunit_bindi...', 'cAMP-dependent_protein_kinase_regulator_...', 'cAMP_binding', 'cAMP-dependent_protein_kinase_inhibitor_...', 'protein_kinase_A_regulatory_subunit_bind...', 'protein_kinase_A_binding', 'cAMP-dependent_protein_kinase_activity', 'ubiquitin_protein_ligase_binding', 'beta-2_adrenergic_receptor_binding', 'AMP-activated_protein_kinase_activity', 'voltage-gated_ion_channel_activity_invol...', 'suramin_binding', 'sterol_esterase_activity', 'hormone-sensitive_lipase_activity', 'exopolyphosphatase_activity', 'asparaginase_activity', 'beta-aspartyl-peptidase_activity', 'protein_domain_specific_binding']",[],False
sgG5,34,47,0,[],"['MAPK_cascade', 'face_development', 'thyroid_gland_development', 'protein_phosphorylation', 'type_B_pancreatic_cell_proliferation', 'thymus_development', 'insulin-like_growth_factor_receptor_sign...', 'protein_targeting', 'release_of_cytochrome_c_from_mitochondri...', 'epithelial_cell_proliferation_involved_i...', 'signal_transduction', 'regulation_of_neuron_differentiation', 'positive_regulation_of_transcription,_DN...', 'ERK1_and_ERK2_cascade', 'heart_development', 'regulation_of_cell_cycle', 'endothelial_cell_apoptotic_process', 'regulation_of_axon_regeneration', 'regulation_of_Golgi_inheritance', 'peptidyl-serine_autophosphorylation', 'trachea_formation', 'regulation_of_transcription_involved_in_...', 'negative_regulation_of_TORC1_signaling', 'positive_regulation_of_MAPK_cascade', 'positive_regulation_of_axonogenesis', 'regulation_of_stress-activated_MAPK_casc...', 'regulation_of_early_endosome_to_late_end...', 'negative_regulation_of_protein_kinase_ac...', 'regulation_of_sodium_ion_transport', 'positive_regulation_of_actin_filament_bu...', 'positive_regulation_of_p38MAPK_cascade', 'substantia_nigra_development', 'positive_regulation_of_peptidyl-serine_p...', 'positive_regulation_of_autophagy', 'positive_regulation_of_protein_export_fr...', 'intrinsic_apoptotic_signaling_pathway_in...', 'extrinsic_apoptotic_signaling_pathway_vi...', 'positive_regulation_of_T_cell_differenti...', 'regulation_of_canonical_Wnt_signaling_pa...', 'stress-activated_MAPK_cascade', 'positive_regulation_of_protein_serine/th...', 'somatic_stem_cell_population_maintenance', 'CD4-positive,_alpha-beta_T_cell_differen...', 'CD4-positive_or_CD8-positive,_alpha-beta...', 'trehalose_metabolism_in_response_to_stre...', 'negative_regulation_of_calcium_ion_trans...', 'glucocorticoid_catabolic_process', 'death-inducing_signaling_complex_assembl...', 'positive_regulation_of_protein_deacetyla...', 'regulation_of_mRNA_export_from_nucleus', 'cation_homeostasis', 'lymphocyte_migration_into_lymph_node', 'positive_regulation_of_mitotic_cytokines...', 'positive_regulation_of_termination_of_RN...', 'neuron_intrinsic_apoptotic_signaling_pat...', 'regulation_of_epidermal_cell_division', 'positive_regulation_of_epidermal_cell_di...', 'positive_regulation_of_Schwann_cell_migr...', 'histone_H4_deacetylation', 'defecation', 'negative_regulation_of_regulatory_T_cell...', 'positive_regulation_of_cartilage_develop...', 'positive_regulation_of_smooth_muscle_cel...', 'positive_regulation_of_inflammatory_resp...', 'positive_regulation_of_leukocyte_cell-ce...', 'positive_regulation_blood_vessel_branchi...', 'positive_regulation_of_artery_morphogene...', 'glucose_catabolic_process', 'positive_regulation_of_glucokinase_activ...', 'ADP_metabolic_process', 'positive_regulation_of_intrinsic_apoptot...', 'positive_regulation_of_type_B_pancreatic...', 'positive_regulation_of_cell_proliferatio...', 'spine_apparatus_assembly', 'regulation_of_extrinsic_apoptotic_signal...', 'prenylated_protein_catabolic_process', 'prenylcysteine_catabolic_process', 'protein_serine/threonine_kinase_activity', 'MAP_kinase_kinase_kinase_activity', 'phosphoserine_residue_binding', 'protein_kinase_activity', 'MAP-kinase_scaffold_activity', 'MAP_kinase_kinase_activity', 'protein_serine/threonine/tyrosine_kinase...', '14-3-3_protein_binding', 'protein_kinase_C_inhibitor_activity', 'protein_kinase_activator_activity', 'protein_domain_specific_binding', 'phosphoprotein_binding', 'scaffold_protein_binding', 'ATP_binding', 'insulin-like_growth_factor_receptor_bind...', 'identical_protein_binding', 'cyclin-dependent_protein_serine/threonin...', 'actin_binding', 'histone_deacetylase_binding', 'ion_channel_binding', 'protein_tyrosine_kinase_activity', 'interleukin-2_receptor_binding', 'prenylcysteine_oxidase_activity', 'protein_phosphatase_binding', 'phosphoprotein_phosphatase_activity']",['epilepsy_syndrome'],False
sgG5,74,29,0,[],"['regulation_of_basement_membrane_organiza...', 'positive_regulation_of_integrin-mediated...', 'positive_regulation_of_muscle_cell_diffe...', 'positive_regulation_of_cell_adhesion', 'cell_adhesion', 'substrate_adhesion-dependent_cell_spread...', 'branching_involved_in_salivary_gland_mor...', 'hemidesmosome_assembly', 'regulation_of_vascular_permeability', 'extracellular_matrix_structural_constitu...']",[],False
