, , , , , , , , , , delayed rectifier potassium channel activity, 0.0124495396400091, potassium ion transmembrane transport, 0.0025247562853743, schizophrenia, 0.0493847461641442
, , , , , , , , , , glutamate binding, 0.0124495396400091, regulation of monoatomic ion transmembrane transport, 0.0025247562853743
, , , , , , , , , , signaling receptor activity, 0.0168460252857527, embryo development, 0.0025247562853743
, , , , , , , , , , voltage-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential, 0.0310246958194742, regulation of monoatomic cation transmembrane transport, 0.0025247562853743
, , , , , , , , , , calcium ion transmembrane import into cytosol, 0.0025247562853743
, , , , , , , , , , excitatory chemical synaptic transmission, 0.0025247562853743
, , , , , , , , , , receptor localization to synapse, 0.0064508125285354
, , , , , , , , , , postsynaptic membrane assembly, 0.0064508125285354
, , , , , , , , , , presynaptic membrane assembly, 0.0064508125285354
, , , , , , , , , , ionotropic glutamate receptor signaling pathway, 0.0082743152453746
, , , , , , , , , , social behavior, 0.0124492062421268
, , , , , , , , , , positive regulation of synapse assembly, 0.0178599077829991
, , , , , , , , , , brain development, 0.0178599077829991
, , , , , , , , , , neuron cell-cell adhesion, 0.0251778903378108
, , , , , , , , , , receptor clustering, 0.0281007530918868
, , , , , , , , , , calcium-mediated signaling, 0.0430135677466815
sgG2, 13, 23, 4, Positive, 0.03125482081, 0.06250964162, 3, 0.003683001473, 0.007366002946, MAP kinase kinase activity, 1.99259390295212e-05, apoptotic process, 0.0062104206162368
, , , , , , , , , , protein serine kinase activity, 1.99259390295212e-05, cellular response to tumor necrosis factor, 0.0062104206162368
, , , , , , , , , , protein serine/threonine kinase activity, 0.0013240518856624, interleukin-1-mediated signaling pathway, 0.0066888669432326
, , , , , , , , , , MAP kinase activity, 0.0030037023977377, regulation of ossification, 0.0076524157096254
, , , , , , , , , , ATP binding, 0.0030037023977377, thyroid gland development, 0.0076524157096254
, , , , , , , , , , regulation of stress-activated MAPK cascade, 0.0076524157096254
, , , , , , , , , , face development, 0.0076524157096254
, , , , , , , , , , regulation of Golgi inheritance, 0.0076524157096254
, , , , , , , , , , chemotaxis, 0.0100495839862889
, , , , , , , , , , intracellular signal transduction, 0.0143435348834788
, , , , , , , , , , Bergmann glial cell differentiation, 0.0171616103193703
, , , , , , , , , , trachea formation, 0.0171616103193703
, , , , , , , , , , ERK1 and ERK2 cascade, 0.0171616103193703
, , , , , , , , , , regulation of early endosome to late endosome transport, 0.0171616103193703
, , , , , , , , , , regulation of DNA-templated transcription, 0.0171616103193703
, , , , , , , , , , protein phosphorylation, 0.0171616103193703
, , , , , , , , , , stress-activated MAPK cascade, 0.0347997814810772
, , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , 
alg, clNo, clustsize, no.Trubetskoy Broad, Enrichment, Broad pval, Broad padj, no. Trubetskoy Priortised, Prior pval, Prior padj, Molecular Function, Molecular padj, Biological Function, Biological padj, Diseases, Diseases padj
sgG5, 22, 38, 5, Positive, 0.04878336072, 0.09756672144, 0, 0, 0, glutamate-gated calcium ion channel activity, 9.81893697753113e-05, monoatomic cation transmembrane transport, 0.0004445704007792, schizophrenia, 0.0459479579691494
, , , , , , , , , , NMDA glutamate receptor activity, 0.0002853837295, regulation of monoatomic cation transmembrane transport, 0.0006460636181392
, , , , , , , , , , transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential, 0.0155435793399867, calcium ion transmembrane import into cytosol, 0.0006460636181392
, , , , , , , , , , excitatory chemical synaptic transmission, 0.0006460636181392
, , , , , , , , , , ionotropic glutamate receptor signaling pathway, 0.001042305454509
, , , , , , , , , , calcium-mediated signaling, 0.015936827922986
, , , , , , , , , , positive regulation of excitatory postsynaptic potential, 0.0175067915558953
, , , , , , , , , , embryo development, 0.0203353710686392
, , , , , , , , , , regulation of monoatomic ion transmembrane transport, 0.0211129228526531
, , , , , , , , , , excitatory postsynaptic potential, 0.0211129228526531
, , , , , , , , , , regulation of neuronal synaptic plasticity, 0.0256429451652572
, , , , , , , , , , potassium ion transmembrane transport, 0.0370061747227733
, , , , , , , , , , chemical synaptic transmission, 0.0385774423246599
, , , , , , , , , , receptor clustering, 0.0478029442169885
sgG5, 72, 15, 4, Positive, 0.006640549248, 0.0132810985, 3, 0.001013313692, 0.002026627383, protein serine kinase activity, 1.4330417748119e-07, intracellular signal transduction, 0.0014016189229396
, , , , , , , , , , MAP kinase kinase activity, 1.74568027115521e-06, interleukin-1-mediated signaling pathway, 0.0014016189229396
, , , , , , , , , , ATP binding, 1.16964698688797e-05, apoptotic process, 0.0014016189229396
, , , , , , , , , , protein serine/threonine kinase activity, 1.74168423822323e-05, protein phosphorylation, 0.0014016189229396
, , , , , , , , , , MAP kinase activity, 0.0006947607910602, regulation of ossification, 0.0017475872503316
, , , , , , , , , , histone H3S10 kinase activity, 0.0337836978070499, thyroid gland development, 0.0017475872503316
, , , , , , , , , , histone H3S28 kinase activity, 0.0337836978070499, regulation of stress-activated MAPK cascade, 0.0017475872503316
, , , , , , , , , , face development, 0.0017475872503316
, , , , , , , , , , regulation of Golgi inheritance, 0.0017475872503316
, , , , , , , , , , regulation of DNA-templated transcription, 0.0027062292755074
, , , , , , , , , , Bergmann glial cell differentiation, 0.0043786061880786
, , , , , , , , , , trachea formation, 0.0043786061880786
, , , , , , , , , , ERK1 and ERK2 cascade, 0.0043786061880786
, , , , , , , , , , regulation of early endosome to late endosome transport, 0.0043786061880786
, , , , , , , , , , cellular response to tumor necrosis factor, 0.0043786061880786
, , , , , , , , , , stress-activated MAPK cascade, 0.0096310136916215
, , , , , , , , , , lipopolysaccharide-mediated signaling pathway, 0.0179443163985741
, , , , , , , , , , peptidyl-serine phosphorylation, 0.0229745049692076
, , , , , , , , , , insulin-like growth factor receptor signaling pathway, 0.0278107822679485
, , , , , , , , , , chemotaxis, 0.0396567876036804
, , , , , , , , , , thymus development, 0.0396567876036804
, , , , , , , , , , cellular response to lipoteichoic acid, 0.0396567876036804
, , , , , , , , , , defense response to tumor cell, 0.0396567876036804
, , , , , , , , , , outer ear morphogenesis, 0.0396567876036804
, , , , , , , , , , cardiac neural crest cell development involved in heart development, 0.0396567876036804
, , , , , , , , , , response to epidermal growth factor, 0.0396567876036804
, , , , , , , , , , positive regulation of CREB transcription factor activity, 0.0396567876036804
, , , , , , , , , , cellular senescence, 0.0443734376850943
sgG5, 29, 13, 3, Positive, 0.02900913834, 0.05801827667, 2, 0.01413038709, 0.02826077419, negative regulation of dopamine secretion, 0.0392098932816175
sgG5, 69, 4, 2, Positive, 0.01605307078, 0.03210614156, 0, 0, 0, [], [], [], [], [], []
sgG5, 39, 5, 2, Positive, 0.02583482943, 0.05166965887, 0, 0, 0, [], [], [], [], [], []
, , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , 
alg, clNo, clustsize, no.Trubetskoy Broad, Enrichment, Broad pval, Broad padj, no. Trubetskoy Priortised, Prior pval, Prior padj, Molecular Function, Molecular padj, Biological Function, Biological padj, Diseases, Diseases padj
spectral, 5, 82, 0, Positive, 0, 0, 4, 0.02540692191, 0.05081384383, glutamate-gated calcium ion channel activity, 0.0053375289295329, positive regulation of excitatory postsynaptic potential, 6.22648576453893e-05, intellectual_disability, 0.0378871233950603
, , , , , , , , , , NMDA glutamate receptor activity, 0.0148476499190578, positive regulation of synaptic transmission< glutamatergic, 0.0001105841014313, schizophrenia, 0.0378871233950603
, , , , , , , , , , neurexin family protein binding, 0.0321273184218243, monoatomic cation transmembrane transport, 0.0080555474277357
, , , , , , , , , , embryo development, 0.019207274649125
, , , , , , , , , , regulation of monoatomic cation transmembrane transport, 0.019207274649125
, , , , , , , , , , calcium ion transmembrane import into cytosol, 0.019207274649125
, , , , , , , , , , excitatory chemical synaptic transmission, 0.019207274649125
, , , , , , , , , , chemical synaptic transmission, 0.0208078269268431
, , , , , , , , , , social behavior, 0.0208078269268431
, , , , , , , , , , receptor localization to synapse, 0.0273578783795795
, , , , , , , , , , positive regulation of synapse assembly, 0.0283524407020556
, , , , , , , , , , postsynaptic membrane assembly, 0.0335682307473924
, , , , , , , , , , presynaptic membrane assembly, 0.0335682307473924
