alg,cl,Cn,Mu,FL,padj,pval,overlapGenes
infomap,66,20,9,integral component of synaptic vesicle membrane (GO:0030285),3.82437921454507e-06,1.68474855266303e-08,"192683, 246213, 140679, 6572, 1182, 6571, 143425, 9900, 91683"
infomap,80,4,4,synaptic vesicle proton loading (GO:0097401),8.86989132744025e-06,3.9074411134098e-08,"51382, 523, 526, 9296"
infomap,12,29,10,integral component of synaptic vesicle membrane (GO:0030285),1.16515248734455e-05,5.13283034072488e-08,"6804, 10228, 6857, 8675, 6844, 23673, 6843, 127833, 9341, 8417"
infomap,80,4,4,extrinsic component of synaptic vesicle membrane (GO:0098850),2.65166331642008e-05,2.33626723913664e-07,"51382, 523, 526, 9296"
infomap,72,4,4,synapse adhesion between pre- and post-synapse (GO:0099560),4.29316917896585e-05,1.89126395549156e-07,"64101, 22854, 57689, 84628"
infomap,51,16,9,postsynaptic ribosome(SYNGO:postsyn_ribosome),6.10017036036328e-05,2.68729971822171e-07,"6133, 6232, 6209, 6188, 6144, 6207, 6173, 6224, 6222"
infomap,51,16,13,synapse (GO:0045202),9.34159304030677e-05,8.23047844960949e-07,"6133, 6122, 6232, 6209, 6188, 6201, 6144, 6207, 6173, 6224, 1917, 6222, 81876"
infomap,66,20,4,synaptic vesicle neurotransmitter loading (GO:0098700),0.000105773381074,9.31924062326589e-07,"246213, 140679, 6572, 6571"
infomap,2,15,4,postsynaptic neurotransmitter receptor endocytosis (GO:0098884),0.0001369326785912,1.8096829769764e-06,"2060, 163, 4646, 1175"
infomap,32,18,6,synapse adhesion between pre- and post-synapse (GO:0099560),0.0002081994267781,9.17178091533714e-07,"5802, 5792, 5789, 145581, 84631, 114798"
infomap,32,18,5,presynapse assembly (GO:0099054),0.0002505474921564,2.20746689124619e-06,"5802, 5789, 8541, 8500, 8499"
infomap,41,8,4,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507),0.0003601873779487,4.76018561165719e-06,"2560, 2561, 2555, 2554"
infomap,63,2,2,perisynaptic extracellular matrix (GO:0098966),0.0005776948702222,2.54491132256497e-06,"7143, 176"
infomap,38,17,4,regulation of calcium-dependent activation of synaptic vesicle fusion (GO:0150037),0.000712337538662,3.13805083111035e-06,"774, 23085, 9699, 22999"
infomap,18,27,10,integral component of presynaptic membrane (GO:0099056),0.0007368872539853,3.24619935676357e-06,"2891, 2892, 1947, 2917, 6530, 6532, 1948, 23705, 2913, 2897"
infomap,29,10,4,anchored component of synaptic vesicle membrane (GO:0098993),0.000881704207655,3.88415950508823e-06,"10890, 53916, 5867, 7879"
infomap,8,53,6,structural constituent of postsynaptic density (GO:0098919),0.0013275844576979,1.26207208917379e-05,"9863, 1742, 1740, 1741, 1739, 1501"
infomap,8,53,13,integral component of presynaptic membrane (GO:0099056),0.0013275844576979,1.75451690444666e-05,"3739, 3736, 2903, 2904, 2906, 2066, 6536, 2902, 9378, 1128, 3738, 6326, 57101"
infomap,17,16,4,modification of postsynaptic actin cytoskeleton (GO:0098885),0.0019238248498153,8.47499933839355e-06,"1072, 5217, 5216, 2017"
infomap,18,27,5,presynapse assembly (GO:0099054),0.0022029572624972,1.94093150880811e-05,"1947, 8497, 1948, 23705, 6386"
infomap,12,29,3,synaptic vesicle to endosome fusion (GO:0016189),0.0023851944133243,3.15223931276352e-05,"10228, 23673, 8674"
infomap,12,29,3,regulation of synaptic vesicle priming (GO:0010807),0.0023851944133243,3.15223931276352e-05,"63908, 134957, 8775"
infomap,26,4,3,synaptic vesicle proton loading (GO:0097401),0.0028246572109112,1.24434238366133e-05,"529, 534, 9550"
infomap,38,17,4,synaptic vesicle priming (GO:0016082),0.0032024221793297,2.82151733861655e-05,"23085, 9699, 22999, 6812"
infomap,12,29,4,synaptic vesicle exocytosis (GO:0016079),0.0033605196225865,5.92162048032867e-05,"6616, 6804, 6844, 112755"
infomap,72,4,4,modulation of chemical synaptic transmission (GO:0050804),0.0034609471208117,3.37461213784606e-05,"64101, 22854, 57689, 84628"
infomap,72,4,2,anchored component of presynaptic active zone membrane (GO:0099029),0.0034609471208117,4.57393892618287e-05,"22854, 84628"
infomap,2,15,3,presynaptic endocytic zone membrane (GO:0098835),0.0043203841391376,7.61301169892089e-05,"23396, 1213, 1211"
infomap,18,27,5,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507),0.0046791324592655,6.18387549682672e-05,"2891, 2892, 2893, 2898, 2897"
infomap,26,4,3,extrinsic component of synaptic vesicle membrane (GO:0098850),0.0051294953709859,4.51937918148542e-05,"529, 534, 9550"
infomap,22,15,4,regulation of synapse maturation (GO:0090128),0.0055253414036708,2.43407110293868e-05,"5058, 5063, 6093, 5062"
infomap,12,29,3,exocytic insertion of neurotransmitter receptor to postsynaptic membrane (GO:0098967),0.0055981915936261,0.0001233081848816,"6810, 8773, 116841"
infomap,18,27,5,transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315),0.0065994255023206,0.0001162894361642,"2891, 2892, 2893, 2898, 2897"
infomap,8,53,5,regulation of postsynaptic density assembly (GO:0099151),0.0071940056128528,0.0001267666187286,"26037, 9378, 869, 2895, 26045"
infomap,38,17,4,presynaptic active zone cytoplasmic component (GO:0098831),0.0111079255433056,0.0001894714821575,"23085, 9699, 22999, 6812"
infomap,38,17,3,structural constituent of active zone (GO:0098882),0.0111079255433056,0.0001957343708071,"23085, 9699, 22999"
infomap,74,2,2,synaptic cleft (GO:0043083),0.0121315922746672,5.34431377738643e-05,"3911, 3915"
infomap,8,53,10,integral component of postsynaptic membrane (GO:0099055),0.0137401005258259,0.0003356522443296,"3739, 3736, 3759, 6536, 1128, 4897, 3738, 2894, 491, 3751"
infomap,8,53,5,neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645),0.0137401005258259,0.0003631744632376,"1742, 1740, 1739, 2066, 81832"
infomap,27,14,5,presynaptic cytosol (GO:0099523),0.0160279014791435,7.06074955028346e-05,"5582, 5581, 5579, 5578, 4082"
infomap,49,5,4,postsynaptic ribosome(SYNGO:postsyn_ribosome),0.028338576798831,0.0001248395453693,"6217, 6193, 6223, 6234"
infomap,8,53,8,"postsynaptic density, intracellular component (GO:0099092)",0.0310050477611002,0.0009561027943951,"1741, 9228, 1739, 88, 85461, 60412, 8831, 392862"
infomap,47,25,9,postsynaptic density (GO:0014069),0.0341757189374267,0.000903322967509,"6156, 4736, 6129, 6124, 9045, 6175, 6136, 6142, 6208"
infomap,30,7,2,synaptic vesicle budding from endosome (GO:0016182),0.0362576966853048,0.0001597255360586,"164, 8905"
infomap,66,20,2,integral component of neuronal dense core vesicle membrane (GO:0099066),0.0365873417807423,0.0004835331512873,"6861, 6571"
infomap,1,18,5,synaptic vesicle endocytosis (GO:0048488),0.0448783294527273,0.0001977018918622,"273, 1759, 1785, 26052, 6456"
infomap,8,53,5,regulation of presynapse assembly (GO:1905606),0.0472398383622956,0.001664840118495,"9378, 869, 57555, 2895, 266727"
infomap,73,8,2,extrinsic component of presynaptic active zone membrane (GO:0098891),0.0483070408767539,0.0002128063474746,"5245, 9162"
infomap,12,29,4,synaptic vesicle (GO:0008021),0.0484978199174587,0.0012818807026641,"26276, 134957, 9342, 9554"
infomap,8,53,5,integral component of postsynaptic specialization membrane (GO:0099060),0.0568038273939588,0.0022521341257516,"22871, 57502, 57555, 3751, 26045"
infomap,18,27,5,integral component of presynaptic active zone membrane (GO:0099059),0.0579996233010868,0.0012775247423146,"2891, 2892, 2917, 2893, 5818"
infomap,32,18,3,regulation of postsynaptic density assembly (GO:0099151),0.0584367005927078,0.0007722911972604,"5802, 5789, 57622"
infomap,1,18,3,presynaptic dense core vesicle exocytosis (GO:0099525),0.0621496137968132,0.0005475736898397,"1759, 1785, 26052"
infomap,49,5,5,synapse (GO:0045202),0.0636140198963539,0.0005604759462233,"6230, 6217, 6193, 6223, 6234"
infomap,8,53,5,transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315),0.0675951877653577,0.0029777615755664,"2903, 2904, 2905, 2906, 2902"
infomap,18,27,6,integral component of postsynaptic density membrane (GO:0099061),0.0746070894155455,0.0022736368701094,"2891, 2892, 2045, 2893, 1948, 25945"
infomap,18,27,6,integral component of postsynaptic membrane (GO:0099055),0.0746070894155455,0.0025368271909797,"2891, 2892, 6532, 23705, 2898, 2913"
infomap,18,27,2,neurotransmitter reuptake (GO:0098810),0.0746070894155455,0.0026293247371117,"6530, 6532"
infomap,49,5,3,presynaptic ribosome(SYNGO:presyn_ribosome),0.0750610070134111,0.0015588185943043,"6217, 6193, 6234"
infomap,49,5,3,translation at presynapse (GO:0140236),0.0750610070134111,0.0015588185943043,"6217, 6193, 6234"
infomap,49,5,3,translation at postsynapse (GO:0140242),0.0750610070134111,0.0016533261456698,"6217, 6193, 6234"
infomap,41,8,3,integral component of presynaptic active zone membrane (GO:0099059),0.0896184034663392,0.0015791789157064,"2560, 2561, 2555"
infomap,76,4,2,postsynapse to nucleus signaling pathway (GO:0099527),0.0961772861260404,0.0004236884851367,"26012, 9478"
infomap,13,10,5,modulation of chemical synaptic transmission (GO:0050804),0.104091105835577,0.0004585511270289,"5576, 5577, 5575, 9590, 9465"
infomap,7,3,2,anchored component of synaptic vesicle membrane (GO:0098993),0.113521937717911,0.0005000966419291,"5864, 5874"
infomap,67,13,2,protein catabolic process at postsynapse (GO:0140249),0.115181607205769,0.0005905747095598,"5663, 5664"
infomap,67,13,5,integral component of presynaptic membrane (GO:0099056),0.115181607205769,0.0010148159225177,"4684, 5663, 5664, 23385, 6323"
infomap,2,15,2,presynaptic endocytic zone (GO:0098833),0.117788004517497,0.0025944494387113,"6453, 4646"
infomap,32,18,2,trans-synaptic signaling (GO:0099537),0.129405383261206,0.002280271070682,"5802, 5789"
infomap,17,16,2,structural constituent of postsynaptic actin cytoskeleton (GO:0098973),0.145582146235327,0.0017939011405676,"60, 71"
infomap,17,16,3,postsynaptic actin cytoskeleton (GO:0098871),0.145582146235327,0.0019239931220527,"60, 71, 2017"
infomap,32,18,3,regulation of presynapse assembly (GO:1905606),0.151517331261058,0.0033373861511246,"145581, 84631, 114798"
infomap,38,17,2,synaptic vesicle docking (GO:0016081),0.151869481534722,0.0033451427650819,"9699, 22999"
infomap,23,24,2,presynaptic intermediate filament cytoskeleton (GO:0099182),0.15944378418134,0.0007023955250279,"4741, 4747"
infomap,12,29,2,presynaptic active zone membrane (GO:0048787),0.192950201847624,0.005950006224376,"63908, 8775"
infomap,1,18,3,regulation of synaptic vesicle endocytosis (GO:1900242),0.207825075489386,0.0027465869007407,"51429, 5532, 5533"
infomap,8,53,2,voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1905030),0.2087673543983,0.010116479728552,"3736, 3751"
infomap,8,53,4,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507),0.228859492980761,0.012104290737282,"2903, 2904, 2906, 2902"
infomap,8,53,3,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508),0.228859492980761,0.0131064907874445,"3739, 3736, 6326"
infomap,23,24,2,postsynaptic intermediate filament cytoskeleton (GO:0099160),0.231309145660897,0.0020722652156473,"4741, 4747"
infomap,23,24,2,maintenance of alignment of postsynaptic density and presynaptic active zone (GO:0099559),0.231309145660897,0.0040759320821303,"26011, 57451"
infomap,23,24,2,postsynaptic spectrin-associated cytoskeleton organization (GO:0099190),0.231309145660897,0.0040759320821303,"26011, 57451"
infomap,58,6,3,presynaptic ribosome(SYNGO:presyn_ribosome),0.240053934727553,0.0029937903946291,"6155, 6152, 6164"
infomap,58,6,3,translation at presynapse (GO:0140236),0.240053934727553,0.0029937903946291,"6155, 6152, 6164"
infomap,58,6,3,translation at postsynapse (GO:0140242),0.240053934727553,0.003172518961157,"6155, 6152, 6164"
infomap,12,29,2,extrinsic component of presynaptic membrane (GO:0098888),0.245051394310683,0.0097156940475601,"6616, 134957"
infomap,12,29,2,regulation of synaptic vesicle fusion to presynaptic active zone membrane (GO:0031630),0.245051394310683,0.0097156940475601,"6843, 10815"
infomap,27,14,3,regulation of synaptic vesicle exocytosis (GO:2000300),0.252605479098189,0.0022255989347858,"5582, 5579, 5578"
infomap,3,23,12,synapse (GO:0045202),0.261071449491614,0.0015925240932773,"26986, 3184, 3178, 4670, 11100, 10949, 9444, 3185, 92906, 3191, 1993, 9987"
infomap,3,23,8,postsynaptic density (GO:0014069),0.261071449491614,0.0023001889823049,"5094, 3184, 5093, 3181, 4670, 3188, 3187, 220988"
infomap,8,53,2,regulation of synaptic membrane adhesion (GO:0099179),0.294477773341197,0.0194588837009601,"9863, 266727"
infomap,8,53,2,synapse assembly (GO:0007416),0.294477773341197,0.0194588837009601,"2066, 9378"
infomap,12,29,2,calcium-dependent activation of synaptic vesicle fusion (GO:0099502),0.324126685883395,0.0142787086292244,"6857, 127833"
infomap,38,17,2,synaptic vesicle exocytosis (GO:0016079),0.342513109595085,0.0090532099452445,"23025, 10497"
infomap,8,53,5,integral component of presynaptic active zone membrane (GO:0099059),0.353304315120676,0.0249025067926468,"2904, 2906, 2902, 9378, 491"
infomap,58,6,3,postsynaptic ribosome(SYNGO:postsyn_ribosome),0.363857750967142,0.0064115903254121,"6155, 6152, 6164"
infomap,38,17,2,presynaptic dense core vesicle exocytosis (GO:0099525),0.373213758973601,0.0115087943295824,"22999, 6812"
infomap,12,29,3,regulation of synaptic vesicle exocytosis (GO:2000300),0.38046329195933,0.0184365471874565,"134957, 9342, 9515"
infomap,22,15,2,modification of postsynaptic structure (GO:0099010),0.386137201386491,0.0038536090995724,"27145, 9912"
infomap,22,15,2,regulation of modification of postsynaptic structure (GO:0099159),0.386137201386491,0.0053423045624021,"998, 387"
infomap,22,15,6,postsynapse (GO:0098794),0.386137201386491,0.0068041797601143,"5058, 387, 4649, 5879, 27145, 116986"
infomap,8,53,4,regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072),0.425184326001236,0.0318419979824714,"10928, 1741, 1501, 392862"
infomap,70,9,2,voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels (GO:0099626),0.425339291611537,0.001873741372738,"773, 23504"
infomap,32,18,2,presynaptic membrane (GO:0042734),0.427874334206788,0.0128789469095502,"8499, 11336"
infomap,32,18,4,integral component of postsynaptic density membrane (GO:0099061),0.427874334206788,0.0131943627288437,"5792, 57622, 145581, 114798"
infomap,18,27,2,"neurotransmitter receptor transport, endosome to postsynaptic membrane (GO:0098887)",0.430357934513309,0.0170626493859902,"80852, 23426"
infomap,1,18,2,synaptic vesicle membrane (GO:0030672),0.436771845770128,0.0076964201897819,"6456, 57030"
infomap,85,3,3,postsynapse (GO:0098794),0.446332931596795,0.0019662243682678,"10097, 10096, 10109"
infomap,23,24,2,retrograde trans-synaptic signaling by trans-synaptic protein complex (GO:0098942),0.447459983080915,0.0098559467638968,"26011, 57451"
infomap,14,17,2,synaptic vesicle cycle (GO:0099504),0.460809196793238,0.0020299964616442,"6853, 6854"
infomap,19,11,2,regulation of presynaptic cytosolic calcium levels (GO:0099509),0.463804599882062,0.002043192069965,"1268, 23413"
infomap,75,3,2,postsynaptic cytosol (GO:0099524),0.470404203951954,0.0020722652156473,"5728, 1627"
infomap,51,16,4,presynaptic ribosome(SYNGO:presyn_ribosome),0.479567200624507,0.0098438853199951,"6133, 6232, 6207, 6173"
infomap,51,16,4,translation at presynapse (GO:0140236),0.479567200624507,0.0098438853199951,"6133, 6232, 6207, 6173"
infomap,51,16,4,translation at postsynapse (GO:0140242),0.479567200624507,0.0105631541987777,"6133, 6232, 6207, 6173"
infomap,38,17,1,integral component of spine apparatus membrane (GO:0099065),0.483402229738195,0.0191657271702368,22883
infomap,38,17,1,postsynaptic spectrin-associated cytoskeleton (GO:0099189),0.483402229738195,0.0191657271702368,6712
infomap,12,29,1,synaptic vesicle fusion to presynaptic active zone membrane (GO:0031629),0.494776399849681,0.0326944757609922,112755
infomap,12,29,1,postsynaptic endosome membrane (GO:0098895),0.494776399849681,0.0326944757609922,23673
infomap,12,29,1,integral component of presynaptic endosome membrane (GO:0099067),0.494776399849681,0.0326944757609922,8674
infomap,12,29,1,regulation of exocytic insertion of neurotransmitter receptor to postsynaptic membrane (GO:0099145),0.494776399849681,0.0326944757609922,10815
infomap,19,11,4,integral component of presynaptic membrane (GO:0099056),0.495942104449853,0.0043695339599106,"1813, 1129, 6529, 1268"
infomap,44,12,2,"neurotransmitter receptor transport, endosome to postsynaptic membrane (GO:0098887)",0.511837655016911,0.0033964083022052,"4218, 8766"
infomap,44,12,2,anchored component of synaptic vesicle membrane (GO:0098993),0.511837655016911,0.0102787034399376,"9230, 5878"
infomap,44,12,1,synaptic vesicle recycling via endosome (GO:0036466),0.511837655016911,0.0135287485907554,4645
infomap,44,12,1,postsynaptic recycling endosome membrane (GO:0098944),0.511837655016911,0.0135287485907554,4645
infomap,44,12,1,"neurotransmitter receptor transport, endosome to plasma membrane (GO:0099639)",0.511837655016911,0.0135287485907554,4645
infomap,44,12,1,postsynaptic recycling endosome (GO:0098837),0.511837655016911,0.0135287485907554,8766
infomap,79,4,2,regulation of synaptic vesicle exocytosis (GO:2000300),0.511837655016916,0.002280271070682,"200933, 84961"
infomap,79,4,1,"regulation of protein catabolic process at presynapse, modulating synaptic transmission (GO:0099575)",0.511837655016916,0.0045095828635851,84961
infomap,5,52,3,synapse organization (GO:0050808),0.53393979061799,0.0033578750223768,"2316, 23607, 26960"
infomap,5,52,10,modulation of chemical synaptic transmission (GO:0050804),0.53393979061799,0.0047043153358413,"58512, 2534, 6774, 3717, 85358, 5335, 1009, 9229, 6792, 613"
infomap,38,17,2,presynaptic active zone (GO:0048786),0.541016536536049,0.023833327600707,"774, 23025"
infomap,8,53,2,anchored component of postsynaptic density membrane (GO:0099031),0.567739190333111,0.0450189666343436,"1742, 1740"
infomap,32,18,1,structural constituent of presynapse (GO:0099181),0.575817361894025,0.0202931228861331,8499
infomap,57,5,1,synaptic signaling by nitric oxide (GO:0099163),0.636911858232861,0.0056369785794815,4842
infomap,57,5,1,establishment of endoplasmic reticulum localization to postsynapse (GO:0099089),0.636911858232861,0.0056369785794815,4644
infomap,57,5,1,transport,0.636911858232861,0.0112485080457372,4644
infomap,57,5,3,postsynapse (GO:0098794),0.636911858232861,0.0162035370008979,"140735, 4644, 9722"
infomap,57,5,1,postsynaptic SER,0.636911858232861,0.0168346746669479,4644
infomap,57,5,1,regulation of postsynaptic cytosolic calcium levels (GO:0099566),0.636911858232861,0.0168346746669479,4644
infomap,20,5,1,regulation of synaptic vesicle neurotransmitter loading (GO:0099162),0.639797068771154,0.0056369785794815,2597
infomap,20,5,1,ATP metabolic process in the postsynapse,0.639797068771154,0.0056369785794815,2597
infomap,42,5,1,presynapse to nucleus signaling pathway (GO:0099526),0.639797068771154,0.0056369785794815,1487
infomap,42,5,1,anchored component of postsynaptic recycling endosome membrane (GO:0099033),0.639797068771154,0.0056369785794815,81926
infomap,32,18,2,presynaptic active zone (GO:0048786),0.670686373537287,0.0265910896997162,"8541, 7204"
infomap,12,29,2,synaptic vesicle priming (GO:0016082),0.671018280538742,0.0472964426811448,"6843, 8775"
infomap,21,8,1,"inositol 1,4,5-trisphosphate receptor activity involved in regulation of postsynaptic cytosolic calcium levels (GO:0098695)",0.682450206689238,0.0090191657271705,3708
infomap,21,8,1,integral component of postsynaptic SER membrane,0.682450206689238,0.0090191657271705,3708
infomap,21,8,1,integral component of presynaptic SER membrane,0.682450206689238,0.0090191657271705,3708
infomap,56,8,2,regulation of synaptic vesicle endocytosis (GO:1900242),0.682450206689238,0.0070534584949614,"51699, 55737"
infomap,56,8,1,extrinsic component of postsynaptic endosome membrane (GO:0098999),0.682450206689238,0.0090191657271705,6642
infomap,56,8,1,zinc ion import into synaptic vesicle (GO:0099180),0.682450206689238,0.0090191657271705,7781
infomap,36,17,2,postsynaptic neurotransmitter receptor endocytosis (GO:0098884),0.689866051378065,0.0068672708947771,"1173, 56904"
infomap,36,17,4,presynaptic ribosome(SYNGO:presyn_ribosome),0.689866051378065,0.0123428094940149,"6146, 6134, 6169, 6233"
infomap,36,17,4,translation at presynapse (GO:0140236),0.689866051378065,0.0123428094940149,"6146, 6134, 6169, 6233"
infomap,36,17,4,translation at postsynapse (GO:0140242),0.689866051378065,0.0132326371416335,"6146, 6134, 6169, 6233"
infomap,36,17,1,"regulation of translation at presynapse, modulating synaptic transmission (GO:0099577)",0.689866051378065,0.0191657271702368,2332
infomap,36,17,1,postsynaptic dense core vesicle exocytosis (GO:0150038),0.689866051378065,0.0191657271702368,148281
infomap,36,17,8,synapse (GO:0045202),0.689866051378065,0.0212734024654029,"1173, 22927, 6146, 26999, 6134, 6169, 6233, 8473"
infomap,19,11,1,regulation of ATP metabolic process in the presynapse,0.703776775648279,0.0124013528748596,1268
infomap,19,11,1,retrograde trans-synaptic signaling by endocannabinoid (GO:0098921),0.703776775648279,0.0124013528748596,1268
infomap,57,5,1,presynaptic endosome (GO:0098830),0.726256163594073,0.0223955645161168,55697
infomap,76,4,1,structural constituent of postsynaptic intermediate filament cytoskeleton (GO:0099184),0.729499072827754,0.0090038962592351,9118
infomap,76,4,2,"postsynaptic density, intracellular component (GO:0099092)",0.729499072827754,0.0096409569096179,"9478, 9118"
infomap,27,14,2,regulation of modification of postsynaptic actin cytoskeleton (GO:1905274),0.73335744206962,0.0096919485736073,"7074, 4082"
infomap,37,6,2,synaptic vesicle proton loading (GO:0097401),0.760437568396767,0.003349945235228,"535, 528"
infomap,76,4,1,postsynaptic intermediate filament cytoskeleton (GO:0099160),0.765158813897067,0.0134829746942214,9118
infomap,59,6,1,dendritic transport (GO:0098935),0.767756482525342,0.0067643742953774,27342
infomap,59,6,1,anterograde axonal transport (GO:0008089),0.767756482525342,0.0067643742953774,23011
infomap,22,15,1,postsynaptic specialization organization (GO:0099084),0.767756482525365,0.0169109357384442,4649
infomap,32,18,1,structural constituent of postsynaptic specialization (GO:0098879),0.779116686384466,0.0401968743399134,28964
infomap,32,18,1,synaptic vesicle endosomal processing (GO:0099532),0.779116686384466,0.0401968743399134,11021
infomap,32,18,2,presynaptic active zone cytoplasmic component (GO:0098831),0.779116686384466,0.0441884847203921,"8541, 26059"
infomap,32,18,4,modulation of chemical synaptic transmission (GO:0050804),0.779116686384466,0.0446190172819298,"5802, 5786, 5789, 7204"
infomap,14,17,2,synaptic cleft (GO:0043083),0.779435246557201,0.0068672708947771,"9211, 3908"
infomap,38,17,1,anterograde dendritic transport of neurotransmitter receptor complex (GO:0098971),0.783879421176115,0.0379853464006047,57576
infomap,57,5,1,regulation of postsynaptic membrane potential (GO:0060078),0.792549600997893,0.0279312634712914,4842
infomap,32,18,2,regulation of synaptic vesicle exocytosis (GO:2000300),0.796438264275415,0.0491195405279991,"28964, 8499"
infomap,5,52,6,"postsynaptic density, intracellular component (GO:0099092)",0.804014409512797,0.0172558436834182,"2534, 85358, 9229, 2185, 6792, 613"
infomap,5,52,2,"regulation of protein catabolic process at postsynapse, modulating synaptic transmission (GO:0099576)",0.804014409512797,0.0187537966087029,"4734, 9101"
infomap,5,52,3,structural constituent of postsynaptic density (GO:0098919),0.804014409512797,0.022454154858365,"22941, 85358, 9229"
infomap,5,52,2,extrinsic component of postsynaptic membrane (GO:0098890),0.804014409512797,0.0434540981854298,"1399, 26960"
infomap,16,8,2,regulation of presynapse assembly (GO:1905606),0.815705156753819,0.0080245327450245,"351, 4916"
infomap,16,8,1,"trans-synaptic signaling by BDNF, modulating synaptic transmission (GO:0099183)",0.815705156753819,0.0090191657271705,4915
infomap,16,8,1,postsynaptic signaling pathway (GO:0098926),0.815705156753819,0.0179670739373088,4763
infomap,16,8,1,postsynaptic density assembly (GO:0097107),0.815705156753819,0.0179670739373088,4916
infomap,16,8,1,postsynaptic process involved in chemical synaptic transmission (GO:0099565),0.815705156753819,0.0179670739373088,56899
infomap,41,8,1,G protein-coupled neurotransmitter receptor activity involved in regulation of presynaptic membrane potential (GO:0150047),0.815705156753819,0.0179670739373088,2560
infomap,17,16,1,presynaptic actin cytoskeleton (GO:0099143),0.81894024802706,0.0180383314543405,71
infomap,17,16,1,structural constituent of presynaptic actin cytoskeleton (GO:0098699),0.81894024802706,0.0180383314543405,5358
infomap,61,5,1,postsynaptic septin cytoskeleton (GO:0150050),0.851137108794114,0.0056369785794815,989
infomap,61,5,3,presynapse (GO:0098793),0.851137108794114,0.0086969306564747,"5413, 23176, 23157"
infomap,61,5,1,postsynaptic specialization of symmetric synapse (GO:0099629),0.851137108794114,0.0112485080457372,55752
infomap,29,10,1,extrinsic component of postsynaptic early endosome membrane (GO:0098998),0.853062758361522,0.0112739571589628,56850
infomap,29,10,1,regulation of recycling endosome localization within postsynapse (GO:0099158),0.853062758361522,0.0112739571589628,56850
infomap,36,17,4,postsynaptic ribosome(SYNGO:postsyn_ribosome),0.858804822833313,0.030266249262848,"6146, 6134, 6169, 6233"
infomap,37,6,2,extrinsic component of synaptic vesicle membrane (GO:0098850),0.858960010386504,0.0075679296069295,"274, 528"
infomap,19,11,3,integral component of postsynaptic membrane (GO:0099055),0.867747513032482,0.0191133813443278,"1813, 1129, 6529"
infomap,19,11,2,presynaptic modulation of chemical synaptic transmission (GO:0099171),0.890216413711068,0.0235299492610855,"1813, 1129"
infomap,27,14,1,postsynaptic cytoskeleton (GO:0099571),0.895715896279593,0.0157835400225479,4082
