alg,clNo,clustsize,no.Trubetskoy Broad,Enrichment,Broad pval,Broad padj,no. Trubetskoy Priortised,Prior pval,Prior padj,Molecular Function,Molecular padj,Biological Function,Biological padj,SynGO,SynGO padj,Diseases,Diseases padj
wt,530,1,1,Positive,0.0436219431592861,0.0872438863185723,1,0.0112359550561799,0.0224719101123598,[],[],[],[],[],[],[],[]
wt,532,1,1,Positive,0.0436219431592861,0.0872438863185723,1,0.0112359550561799,0.0224719101123598,[],[],[],[],[],[],[],[]
wt,157,2,0,Positive,0.0,0.0,1,0.0223493360572014,0.0446986721144027,[],[],[],[],[],[],['intellectual_disability'],[0.0329337477399726]
wt,54,4,0,Positive,0.0,0.0,1,0.0442135509123808,0.0884271018247615,[],[],[],[],[],[],[],[]
wt,234,1,1,Positive,0.0436219431592861,0.0872438863185723,0,0.0,0.0,[],[],[],[],[],[],[],[]
wt,494,1,1,Positive,0.0436219431592861,0.0872438863185723,0,0.0,0.0,[],[],[],[],[],[],[],[]
wt,112,3,2,Positive,0.0055048263772652,0.0110096527545305,0,0.0,0.0,[],[],[],[],[],[],[],[]
wt,251,1,1,Positive,0.0436219431592861,0.0872438863185723,0,0.0,0.0,[],[],[],[],[],[],[],[]
wt,263,1,1,Positive,0.0436219431592861,0.0872438863185723,0,0.0,0.0,[],[],[],[],[],[],[],[]
wt,428,1,1,Positive,0.0436219431592861,0.0872438863185723,0,0.0,0.0,[],[],[],[],[],[],[],[]
wt,440,1,1,Positive,0.0436219431592861,0.0872438863185723,0,0.0,0.0,[],[],[],[],[],[],[],[]
wt,452,1,1,Positive,0.0436219431592861,0.0872438863185723,0,0.0,0.0,[],[],[],[],[],[],[],[]
wt,479,1,1,Positive,0.0436219431592861,0.0872438863185723,0,0.0,0.0,[],[],[],[],[],[],[],[]
wt,504,1,1,Positive,0.0436219431592861,0.0872438863185723,0,0.0,0.0,[],[],[],[],[],[],[],[]
