
-----------------------------------------
 alg    C     Cn     Crob     CrobScaled

 infomap   76     7       0           0

 infomap   77     9    0.03426     0.08565

 infomap   78     8    0.01607     0.04018

 infomap   79     6    0.01667     0.04167

 infomap   80     8    0.04464      0.1116

 infomap   81     9    0.006944    0.01736

 infomap   82    17    0.008578    0.02145

 infomap   83    10    0.005556    0.01389

 infomap   84    10    0.004444    0.01111

 infomap   85    10    0.02481     0.06204

 infomap   86    18    0.02516     0.06291

 infomap   87    26    0.01621     0.04051

 infomap   88    11      0.02        0.05

 infomap   89     9    0.006944    0.01736

 infomap   90     8    0.008929    0.02232

 infomap   91     7    0.02143     0.05357

 infomap   92    11    0.01515     0.03788

 infomap   93     7     0.0381     0.09524

 infomap   94     7       0           0

 infomap   95    20     0.0136     0.03399

 infomap   96    22    0.01306     0.03265

 infomap   97     9    0.005556    0.01389

 infomap   98    31    0.01842     0.04606

 infomap   99    11    0.01788      0.0447

 infomap   100   25     0.024        0.06

 infomap   101   12    0.008081     0.0202

 infomap   102   10    0.01741     0.04352

 infomap   103   24    0.01395     0.03487

 infomap   104   136   0.01763     0.04408

 infomap   105    5      0.1         0.25

 infomap   106   13    0.02244     0.05609

 infomap   107   11    0.02697     0.06742

 infomap   108    8       0           0

 infomap   109    6      0.04        0.1

 infomap   110   19    0.03538     0.08845

 infomap   111   11    0.02485     0.06212

 infomap   112    9    0.009259    0.02315

 infomap   113   10    0.02444     0.06111

 infomap   114   14    0.01484     0.03709

 infomap   115    7       0           0

 infomap   116    9    0.009259    0.02315

 infomap   117   25    0.01994     0.04986

 infomap   118    8    0.01607     0.04018

 infomap   119   64    0.01134     0.02836

 infomap   120   10    0.02407     0.06019

 infomap   121   18    0.01176     0.02941

 infomap   122    7       0           0

 infomap   123   15    0.01746     0.04365

 infomap   124   13    0.01517     0.03793

 infomap   125    6       0           0

 infomap   126    6    0.01667     0.04167

 infomap   127    7    0.01587     0.03968

 infomap   128   15    0.02063     0.05159

 infomap   129   13    0.01538     0.03846

 infomap   130    4       0           0

 infomap   131   19    0.01764      0.0441

 infomap   132   13    0.005769    0.01442

 infomap   133   13    0.01709     0.04274

 infomap   134   13    0.01966     0.04915

 infomap   135   11    0.02273     0.05682

 infomap   136    8    0.007143    0.01786

 infomap   137    7    0.02778     0.06944

 infomap   138    5     0.025       0.0625

 infomap   139   14    0.002747    0.006868

 infomap   140    6       0           0

 infomap   141   14    0.004945    0.01236

 infomap   142   33    0.01319     0.03299

 infomap   143    8    0.008929    0.02232

 infomap   144   14    0.02564      0.0641

 infomap   145    7     0.0254     0.06349

 infomap   146   10    0.007407    0.01852

 infomap   147   15    0.02016      0.0504

 infomap   148    9     0.0287     0.07176

 infomap   149    8       0           0

 infomap   150    8       0           0

 infomap   151   18     0.0159     0.03976

 infomap   152    9    0.02731     0.06829

 infomap   153    6    0.01667     0.04167

 infomap   154    3       0           0

 infomap   155   31    0.02072     0.05179

 infomap   156   12    0.005051    0.01263

 infomap   157    7     0.0373     0.09325

 infomap   158    9     0.0125     0.03125

 infomap   159    9    0.005556    0.01389

 infomap   160    4    0.03333     0.08333

 infomap   161    8       0           0

 infomap   162    9    0.01667     0.04167

 infomap   163    7    0.01587     0.03968

 infomap   164   14    0.01374     0.03434

 infomap   165    3       0           0

 infomap   166   13    0.02073     0.05182

 infomap   167    7       0           0

 infomap   168    7    0.02857     0.07143

 infomap   169    5      0.04        0.1

 infomap   170    9    0.01944     0.04861

 infomap   171    7    0.02857     0.07143

 infomap   172    9     0.0162     0.04051

 infomap   173    7    0.01905     0.04762

 infomap   174    9    0.05185      0.1296

 infomap   175    9    0.02639     0.06597

 infomap   176   14    0.002747    0.006868

 infomap   177    9       0           0

 infomap   178    9       0           0

 infomap   179   12    0.009091    0.02273

 infomap   180    6       0           0

 infomap   181    7    0.009524    0.02381

 infomap   182    7       0           0

 infomap   183   10    0.005556    0.01389

 infomap   184   23    0.01739     0.04348

 infomap   185   14    0.02766     0.06914

 infomap   186    6       0           0

 infomap   187   12    0.01894     0.04735

 infomap   188   11    0.006061    0.01515

 infomap   189    7    0.009524    0.02381

 infomap   190    7       0           0

 infomap   191   13    0.008547    0.02137

 infomap   192   18    0.01198     0.02996

 infomap   193    5       0           0

 infomap   194    9    0.01111     0.02778

 infomap   195   22     0.029      0.07251

 infomap   196   17    0.02659     0.06648

 infomap   197    8    0.03571     0.08929

 infomap   198    8     0.0119     0.02976

 infomap   199    3       0           0

 infomap   200    8    0.03214     0.08036

 infomap   201    9    0.02315     0.05787

 infomap   202    4       0           0

 infomap   203   11    0.004545    0.01136

 infomap   204    6    0.05556      0.1389

 infomap   205    7       0           0

 infomap   206    4       0           0

 infomap   207    5       0           0

 infomap   208    6       0           0

 infomap   209   12    0.03737     0.09343

 infomap   210    4    0.05556      0.1389

 infomap   211    9    0.04676      0.1169

 infomap   212    7    0.009524    0.02381

 infomap   213   11    0.009091    0.02273

 infomap   214   18    0.02985     0.07462

 infomap   215   10    0.005556    0.01389

 infomap   216   12    0.02904      0.0726

 infomap   217    5    0.06667      0.1667

 infomap   218    3     0.2222      0.5556

 infomap   219    9    0.03009     0.07523

 infomap   220   11    0.01697     0.04242

 infomap   221    2       0           0

 infomap   222    8    0.02083     0.05208

 infomap   223    6       0           0

 infomap   224    4    0.03333     0.08333

 infomap   225   12    0.01793     0.04482

 infomap   226    6       0           0

 infomap   227    8     0.0119     0.02976

 infomap   228    5       0           0

 infomap   229    9    0.05741      0.1435

 infomap   230    4       0           0

 infomap   231   13    0.01603     0.04006

 infomap   232    6    0.01667     0.04167

 infomap   233   14    0.02363     0.05907

 infomap   234    9    0.03241     0.08102

 infomap   235    8    0.007143    0.01786

 infomap   236    8     0.0119     0.02976

 infomap   237    9       0           0

 infomap   238    4    0.08333      0.2083

 infomap   239    7    0.02857     0.07143

 infomap   240    7    0.02778     0.06944

 infomap   241    7    0.01587     0.03968

 infomap   242    8    0.007143    0.01786

 infomap   243   12    0.01515     0.03788

 infomap   244    8    0.06667      0.1667

 infomap   245    2       0           0

 infomap   246    8    0.02976      0.0744

 infomap   247   10    0.004444    0.01111

 infomap   248   12    0.02576     0.06439

 infomap   249    3       0           0

 infomap   250    7     0.0119     0.02976

 infomap   251    2       0           0

 infomap   252    9    0.005556    0.01389

 infomap   253    5      0.02        0.05

 infomap   254    7     0.0119     0.02976

 infomap   255    3       0           0

 infomap   256    4     0.125       0.3125

 infomap   257    6       0           0

 infomap   258    2       0           0

 infomap   259    2       0           0

 infomap   260   11    0.02424     0.06061

 infomap   261    4       0           0

 infomap   262    5      0.02        0.05

 infomap   263    6    0.02667     0.06667

 infomap   264    5     0.045       0.1125

 infomap   265    4       0           0

 infomap   266    8    0.01786     0.04464

 infomap   267    5       0           0

 infomap   268    3       0           0

 infomap   269    5      0.02        0.05

 infomap   270    3       0           0

 infomap   271    2       0           0

 infomap   272    3       0           0

 infomap   273    3       0           0

 infomap   274    7       0           0

 infomap   275    3    0.06667      0.1667

 infomap   276    6       0           0

 infomap   277    4       0           0

 infomap   278    2      0.4          1

 infomap   279    2       0           0

 infomap   280    3     0.1667      0.4167

 infomap   281    2       0           0
---------------------------------------------

[1] "Bridgeness calculated"
[1] "Plotting Bridgeness"
Saving 7.92 x 5.65 in image
Warning: ggrepel: 15 unlabeled data points (too many overlaps). Consider increasing max.overlaps
[1] "louvain"
[1] "Starting for algorithm"
[1] "Consensus Matrix created"

------------------------------------------
   alg     C    Cn     Crob    CrobScaled
--------- ---- ----- -------- ------------
 louvain   1    537   0.1145     0.4445

 louvain   2    269   0.1094     0.2716

 louvain   3    263   0.1148     0.4543

 louvain   4    502   0.1117     0.3509

 louvain   5    553   0.1109     0.3228

 louvain   6    734   0.1118     0.3523

 louvain   7    723   0.1149     0.4573

 louvain   8    44    0.1311       1

 louvain   9    120   0.1097     0.2826

 louvain   10   260   0.1149     0.4569

 louvain   11   488   0.1107     0.3172

 louvain   12   215   0.107      0.1912

 louvain   13   93    0.1072      0.2

 louvain   14   42    0.1013       0
------------------------------------------

[1] "Bridgeness calculated"
[1] "Plotting Bridgeness"
Saving 7.92 x 5.65 in image
Warning: ggrepel: 9 unlabeled data points (too many overlaps). Consider increasing max.overlaps
[1] "sgG1"
[1] "Starting for algorithm"
[1] "Consensus Matrix created"

----------------------------------------
 alg    C    Cn     Crob     CrobScaled
------ ---- ----- --------- ------------
 sgG1   1     4    0.1583      0.5938

 sgG1   2     3    0.08333     0.3125

 sgG1   3     8    0.1375      0.5156

 sgG1   4     2       0          0

 sgG1   5     6     0.06       0.225

 sgG1   6     4      0.2        0.75

 sgG1   7    129   0.1399      0.5246

 sgG1   8    11    0.1133      0.425

 sgG1   9     4    0.04167     0.1562

 sgG1   10   431   0.1335      0.5005

 sgG1   11    4     0.125      0.4688

 sgG1   12    4    0.1528      0.5729

 sgG1   13   740   0.1297      0.4865

 sgG1   14    5    0.2167      0.8125

 sgG1   15    6    0.1733       0.65

 sgG1   16    4    0.1389      0.5208

 sgG1   17    3    0.1667      0.625

 sgG1   18   459   0.1353      0.5075

 sgG1   19    4    0.1083      0.4062

 sgG1   20    4    0.2667        1

 sgG1   21    5    0.1367      0.5125

 sgG1   22    5     0.23       0.8625

 sgG1   23   931   0.1329      0.4985

 sgG1   24   14    0.1234      0.4629

 sgG1   25    3    0.08333     0.3125

 sgG1   26    9    0.1653      0.6198

 sgG1   27   30    0.1354      0.5076

 sgG1   28    4    0.2417      0.9062

 sgG1   29    4     0.075      0.2812

 sgG1   30   130   0.1335      0.5007

 sgG1   31    5     0.02       0.075

 sgG1   32   18     0.173      0.6487

 sgG1   33    3    0.2333      0.875

 sgG1   34   861   0.1388      0.5206

 sgG1   35   965   0.1312      0.4918

 sgG1   36    7     0.127      0.4762

 sgG1   37    2       0          0

 sgG1   38    3    0.1944      0.7292

 sgG1   39    6    0.1111      0.4167

 sgG1   40    3    0.1333       0.5
----------------------------------------

[1] "Bridgeness calculated"
[1] "Plotting Bridgeness"
Saving 7.92 x 5.65 in image
Warning: ggrepel: 8 unlabeled data points (too many overlaps). Consider increasing max.overlaps
[1] "sgG2"
[1] "Starting for algorithm"
[1] "Consensus Matrix created"

----------------------------------------
 alg    C    Cn     Crob     CrobScaled
------ ---- ----- --------- ------------
 sgG2   1    238   0.04583     0.5499

 sgG2   2    75    0.04752     0.5702

 sgG2   3    11    0.06758     0.8109

 sgG2   4     9    0.0125       0.15

 sgG2   5    13    0.0641      0.7692

 sgG2   6     4    0.08333       1

 sgG2   7    289   0.04679     0.5615

 sgG2   8    41    0.04372     0.5246

 sgG2   9    206   0.04774     0.5729

 sgG2   10   327   0.04737     0.5685

 sgG2   11   11    0.0397      0.4764

 sgG2   12   65    0.04313     0.5175

 sgG2   13   56    0.04195     0.5034

 sgG2   14   292   0.04652     0.5582

 sgG2   15   16    0.04597     0.5517

 sgG2   16   200   0.04663     0.5596

 sgG2   17   112   0.05097     0.6116

 sgG2   18   74    0.05674     0.6809

 sgG2   19   305   0.04928     0.5913

 sgG2   20   118   0.03858     0.4629

 sgG2   21   80    0.03807     0.4568

 sgG2   22   52    0.05263     0.6315

 sgG2   23    4    0.05556     0.6667

 sgG2   24    9    0.05556     0.6667

 sgG2   25   283   0.04655     0.5586

 sgG2   26   11    0.05424     0.6509

 sgG2   27   38    0.03608     0.433

 sgG2   28   194   0.04407     0.5289

 sgG2   29   239    0.047      0.5639

 sgG2   30   54    0.04387     0.5265

 sgG2   31    6     0.05        0.6

 sgG2   32   35    0.04098     0.4918

 sgG2   33   90    0.04542     0.545

 sgG2   34   10    0.06815     0.8178

 sgG2   35   39    0.0561      0.6731

 sgG2   36   39    0.0448      0.5377

 sgG2   37    4    0.08333       1

 sgG2   38    6    0.07444     0.8933

 sgG2   39   49    0.0506      0.6071

 sgG2   40   264   0.04446     0.5335

 sgG2   41    2       0          0

 sgG2   42   108   0.04508     0.5409

 sgG2   43   320   0.04277     0.5133

 sgG2   44   88    0.04394     0.5273

 sgG2   45   50    0.04614     0.5536

 sgG2   46   106   0.04088     0.4906

 sgG2   47   201   0.0436      0.5232
----------------------------------------

[1] "Bridgeness calculated"
[1] "Plotting Bridgeness"
Saving 7.92 x 5.65 in image
Warning: ggrepel: 14 unlabeled data points (too many overlaps). Consider increasing max.overlaps
[1] "sgG5"
[1] "Starting for algorithm"
[1] "Consensus Matrix created"

------------------------------------------
 alg     C    Cn      Crob     CrobScaled
------ ----- ----- ---------- ------------
 sgG5    1    29    0.01437      0.1724

 sgG5    2    36    0.01474      0.1768

 sgG5    3    18     0.0122      0.1464

 sgG5    4    44    0.01725      0.207

 sgG5    5    36    0.01196      0.1435

 sgG5    6    22     0.0114      0.1368

 sgG5    7     6    0.02667       0.32

 sgG5    8    17    0.006618    0.07941

 sgG5    9    11    0.01182      0.1418

 sgG5   10    36     0.0113      0.1356

 sgG5   11    17    0.01017      0.1221

 sgG5   12    21    0.02302      0.2762

 sgG5   13    51     0.0129      0.1548

 sgG5   14    28    0.01102      0.1323

 sgG5   15    52     0.0163      0.1956

 sgG5   16    43    0.01161      0.1393

 sgG5   17    218   0.01163      0.1396

 sgG5   18    45    0.01244      0.1493

 sgG5   19    30    0.01031      0.1237

 sgG5   20    36    0.01333       0.16

 sgG5   21    37    0.01239      0.1486

 sgG5   22    29    0.01962      0.2355

 sgG5   23    27    0.01135      0.1362

 sgG5   24    23    0.01067      0.1281

 sgG5   25    83    0.01379      0.1654

 sgG5   26     3       0           0

 sgG5   27     4       0           0

 sgG5   28    123   0.01268      0.1522

 sgG5   29     8     0.0119      0.1429

 sgG5   30    12    0.01364      0.1636

 sgG5   31    34    0.007576    0.09091

 sgG5   32    27    0.01192      0.143

 sgG5   33    52    0.01126      0.1351

 sgG5   34    47    0.01468      0.1761

 sgG5   35    28    0.01168      0.1402

 sgG5   36    68    0.01255      0.1507

 sgG5   37    41    0.01079      0.1295

 sgG5   38    70    0.01288      0.1545

 sgG5   39    15    0.02333       0.28

 sgG5   40    51    0.01393      0.1672

 sgG5   41    40    0.01485      0.1782

 sgG5   42    46    0.01174      0.1409

 sgG5   43    34    0.01176      0.1412

 sgG5   44    38    0.01091      0.1309

 sgG5   45    57    0.01461      0.1753

 sgG5   46    28    0.02341      0.281

 sgG5   47    52    0.01116      0.1339

 sgG5   48    40    0.01588      0.1905

 sgG5   49    56    0.01317      0.1581

 sgG5   50    11    0.03182      0.3818

 sgG5   51    44    0.01372      0.1647

 sgG5   52    97    0.01344      0.1613

 sgG5   53    50    0.01785      0.2142

 sgG5   54     7     0.0119      0.1429

 sgG5   55    154   0.01385      0.1662

 sgG5   56    36    0.01222      0.1467

 sgG5   57    55    0.01072      0.1286

 sgG5   58    37    0.02495      0.2994

 sgG5   59    29     0.022       0.264

 sgG5   60    37    0.01969      0.2363

 sgG5   61    19    0.01686      0.2023

 sgG5   62     7       0           0

 sgG5   63    20    0.008684     0.1042

 sgG5   64    25    0.01072      0.1287

 sgG5   65    50    0.01227      0.1473

 sgG5   66    45     0.0112      0.1343

 sgG5   67    54    0.01648      0.1978

 sgG5   68    37    0.01279      0.1535

 sgG5   69     8       0           0

 sgG5   70    89    0.01113      0.1335

 sgG5   71    88    0.01394      0.1673

 sgG5   72    87    0.01994      0.2393

 sgG5   73    40    0.01199      0.1438

 sgG5   74    29     0.0133      0.1596

 sgG5   75    38    0.01169      0.1403

 sgG5   76    50    0.01263      0.1515

 sgG5   77    64    0.01806      0.2168

 sgG5   78    90    0.01433      0.1719

 sgG5   79     8    0.02143      0.2571

 sgG5   80    93    0.01542      0.1851

 sgG5   81    31    0.01197      0.1437

 sgG5   82    30    0.01103      0.1324

 sgG5   83    37    0.01131      0.1357

 sgG5   84    46    0.01188      0.1426

 sgG5   85    50     0.0106      0.1272

 sgG5   86    35    0.01636      0.1963

 sgG5   87    33    0.01035      0.1242

 sgG5   88    78    0.01158      0.1389

 sgG5   89    22    0.01602      0.1922

 sgG5   90     4    0.08333        1

 sgG5   91    41    0.009085     0.109

 sgG5   92    100   0.01881      0.2257

 sgG5   93    23    0.01054      0.1265

 sgG5   94    32    0.00914      0.1097

 sgG5   95     4       0           0

 sgG5   96    19    0.01579      0.1895

 sgG5   97    17     0.019       0.2279

 sgG5   98    16    0.008611     0.1033

 sgG5   99    42    0.01454      0.1744

 sgG5   100   33    0.01326      0.1591

 sgG5   101   30    0.009579     0.1149

 sgG5   102   99    0.01295      0.1554

 sgG5   103   49    0.01226      0.1471

 sgG5   104   43    0.01357      0.1628

 sgG5   105   30    0.01126      0.1352

 sgG5   106   27    0.01097      0.1316

 sgG5   107   40    0.01139      0.1367

 sgG5   108   23     0.0191      0.2292

 sgG5   109   29    0.009319     0.1118

 sgG5   110   22    0.009019     0.1082

 sgG5   111   36    0.01103      0.1324

 sgG5   112   26    0.01041      0.1249

 sgG5   113   15    0.01222      0.1467

 sgG5   114    8    0.01607      0.1929

 sgG5   115   18    0.01852      0.2222

 sgG5   116   33    0.01474      0.1769

 sgG5   117   18    0.01601      0.1922

 sgG5   118   78    0.01554      0.1865

 sgG5   119   59    0.01558      0.1869
------------------------------------------

[1] "Bridgeness calculated"
[1] "Plotting Bridgeness"
Saving 7.92 x 5.65 in image
Warning: ggrepel: 20 unlabeled data points (too many overlaps). Consider increasing max.overlaps
[1] "spectral"
[1] "Starting for algorithm"
[1] "Consensus Matrix created"

---------------------------------------------
   alg       C    Cn     Crob     CrobScaled
---------- ----- ----- --------- ------------
 spectral    1    78    0.0567      0.2835

 spectral    2     1       0          0

 spectral    3     1       0          0

 spectral    4    252   0.04318     0.2159

 spectral    5    100   0.04264     0.2132

 spectral    6     6     0.03        0.15

 spectral    7    10    0.02296     0.1148

 spectral    8    64    0.04361     0.218

 spectral    9    85    0.04762     0.2381

 spectral   10    293   0.04328     0.2164

 spectral   11     2       0          0

 spectral   12    156   0.04361     0.218

 spectral   13    11    0.05364     0.2682

 spectral   14     1       0          0

 spectral   15    47    0.04732     0.2366

 spectral   16    43    0.04638     0.2319

 spectral   17     2       0          0

 spectral   18     1       0          0

 spectral   19    183   0.04453     0.2227

 spectral   20    72    0.03862     0.1931

 spectral   21     2       0          0

 spectral   22    287   0.0424      0.212

 spectral   23    32    0.04029     0.2014

 spectral   24    31    0.05283     0.2642

 spectral   25     2       0          0

 spectral   26     4    0.04167     0.2083

 spectral   27     1       0          0

 spectral   28     1       0          0

 spectral   29    240   0.04529     0.2265

 spectral   30     8    0.05536     0.2768

 spectral   31     1       0          0

 spectral   32     2      0.2         1

 spectral   33     1       0          0

 spectral   34    106   0.04561     0.228

 spectral   35    32    0.03088     0.1544

 spectral   36     4    0.08333     0.4167

 spectral   37    126   0.04555     0.2277

 spectral   38    26    0.04897     0.2449

 spectral   39    33    0.03434     0.1717

 spectral   40    51    0.04642     0.2321

 spectral   41     4    0.06667     0.3333

 spectral   42     2       0          0

 spectral   43    271   0.0419      0.2095

 spectral   44     1       0          0

 spectral   45     1       0          0

 spectral   46     1       0          0

 spectral   47    122   0.04352     0.2176

 spectral   48     1       0          0

 spectral   49     1       0          0

 spectral   50     1       0          0

 spectral   51     2       0          0

 spectral   52    309   0.04179     0.2089

 spectral   53     2       0          0

 spectral   54     8    0.0369      0.1845

 spectral   55     1       0          0

 spectral   56    126   0.04647     0.2324

 spectral   57    93    0.04953     0.2476

 spectral   58    18    0.04869     0.2435

 spectral   59     1       0          0

 spectral   60     1       0          0

 spectral   61     1       0          0

 spectral   62    57    0.05009     0.2505

 spectral   63    87    0.04433     0.2217

 spectral   64    33    0.03845     0.1922

 spectral   65     1       0          0

 spectral   66     1       0          0

 spectral   67     1       0          0

 spectral   68     1       0          0

 spectral   69     1       0          0

 spectral   70    43    0.04491     0.2245

 spectral   71    82    0.0359      0.1795

 spectral   72     2       0          0

 spectral   73    159   0.03974     0.1987

 spectral   74    34    0.02932     0.1466

 spectral   75     1       0          0

 spectral   76    34    0.04043     0.2022

 spectral   77    465   0.04879     0.2439

 spectral   78     1       0          0

 spectral   79     1       0          0

 spectral   80     1       0          0

 spectral   81     5    0.03333     0.1667

 spectral   82     1       0          0

 spectral   83     1       0          0

 spectral   84     1       0          0

 spectral   85     1       0          0

 spectral   86     1       0          0

 spectral   87     2       0          0

 spectral   88     1       0          0

 spectral   89     1       0          0

 spectral   90     1       0          0

 spectral   91     1       0          0

 spectral   92     1       0          0

 spectral   93     1       0          0

 spectral   94    12    0.04899     0.2449

 spectral   95     1       0          0

 spectral   96     1       0          0

 spectral   97     1       0          0

 spectral   98    28    0.05304     0.2652

 spectral   99    408   0.04192     0.2096

 spectral   100    3    0.1333      0.6667

 spectral   101    1       0          0
---------------------------------------------
